"file_name","degree","modularity_class","modularity_measure"
"nilearn/regions/signal_extraction.py","133","4","0.44278918112505167"
"nilearn/plotting/glass_brain_files/plot_glass_brain.py","13","0","0.44278918112505167"
"nilearn/input_data/base_masker.py","238","4","0.44278918112505167"
"nilearn/image/tests/data/__init__.py","124","5","0.44278918112505167"
"examples/manipulating_visualizing/plot_mask_computation.py","218","5","0.44278918112505167"
"nilearn/decoding/tests/test_searchlight.py","275","4","0.44278918112505167"
"tests/test_supervised_clustering.py","18","6","0.44278918112505167"
"nilearn/_utils/ndimage.py","140","3","0.44278918112505167"
"nilearn/decoding/sparse_models/tests/test_objective_functions.py","41","2","0.44278918112505167"
"examples/plot_decoding_tutorial.py","137","5","0.44278918112505167"
"nilearn/sparse_models/smooth_lasso.py","50","2","0.44278918112505167"
"nilearn/connectivity/tests/test_connectivity_matrices.py","10","9","0.44278918112505167"
"nilearn/surface/surface.py","21","0","0.44278918112505167"
"doc/sphinxext/gen_rst.py","176","7","0.44278918112505167"
"plot_ica_resting_state.py","181","3","0.44278918112505167"
"nilearn/decomposition/tests/test_multi_pca.py","171","3","0.44278918112505167"
"nilearn/connectivity/__init__.py","13","9","0.44278918112505167"
"nilearn/connectome/tests/test_connectivity_matrices.py","136","4","0.44278918112505167"
"nilearn/surface/tests/data/__init__.py","17","0","0.44278918112505167"
"nilearn/io/tests/test_nifti_region.py","113","3","0.44278918112505167"
"nilearn/decoding/tests/test_smooth_lasso.py","60","2","0.44278918112505167"
"nisl/resampling.py","123","3","0.44278918112505167"
"nilearn/datasets/tests/data/__init__.py","125","5","0.44278918112505167"
"_utils/fixes/__init__.py","8","1","0.44278918112505167"
"continuous_integration/show-python-packages-versions.py","62","4","0.44278918112505167"
"nilearn/tests/test_region.py","230","4","0.44278918112505167"
"nilearn/datasets/neurovault.py","13","10","0.44278918112505167"
"examples/04_manipulating_images/plot_roi_extraction.py","184","5","0.44278918112505167"
"haxby_full_analysis.py","1","7","0.44278918112505167"
"nisl/signals.py","46","3","0.44278918112505167"
"nisl/tests/test_datasets.py","110","3","0.44278918112505167"
"plot_msdl_covariance_advanced.py","5","3","0.44278918112505167"
"examples/01_plotting/plot_demo_glass_brain.py","166","5","0.44278918112505167"
"examples/02_decoding/plot_haxby_grid_search.py","184","5","0.44278918112505167"
"benchmark_hierarchical_clustering_from_scikits_learn.py","6","6","0.44278918112505167"
"nilearn/sparse_models/tests/test_sklearn_basic_backports.py","46","2","0.44278918112505167"
"examples/plot_python_101.py","94","7","0.44278918112505167"
"nilearn/sparse_models/common.py","47","2","0.44278918112505167"
"nilearn/_utils/validation.py","4","2","0.44278918112505167"
"starplus_supervised_clustering.py","18","6","0.44278918112505167"
"examples/plot_affine_transformation.py","77","7","0.44278918112505167"
"nyu_rest_decomposition.py","4","3","0.44278918112505167"
"examples/manipulating_visualizing/plot_demo_plotting_glass_brain.py","14","5","0.44278918112505167"
"nilearn/_utils/fixes/scikit_learn_validation.py","5","11","0.44278918112505167"
"examples/01_plotting/plot_atlas.py","89","5","0.44278918112505167"
"examples/connectivity/plot_adhd_covariance.py","109","5","0.44278918112505167"
"nilearn/tests/test_param_validation.py","29","4","0.44278918112505167"
"nilearn/decoding/sparse_models/tests/test_smooth_lasso.py","68","2","0.44278918112505167"
"examples/03_connectivity/plot_probabilistic_atlas_extraction.py","118","5","0.44278918112505167"
"nilearn/sparse_models/prox_tv_l1.py","19","2","0.44278918112505167"
"nisl/utils.py","63","3","0.44278918112505167"
"nilearn/sparse_models/_cv_tricks.py","48","2","0.44278918112505167"
"nilearn/sparse_models/cv.py","51","2","0.44278918112505167"
"nilearn/connectome/tests/test_group_sparse_covariance.py","65","4","0.44278918112505167"
"examples/connectivity/plot_power_connectome.py","4","5","0.44278918112505167"
"examples/manipulating_images_and_visualization/plot_mask_computation.py","54","7","0.44278918112505167"
"nilearn/plotting/test/test_coord_tools.py","37","0","0.44278918112505167"
"conf.py","18","6","0.44278918112505167"
"nisl/io/tests/test_nifti_region.py","114","3","0.44278918112505167"
"nilearn/sparse_models/fista.py","47","2","0.44278918112505167"
"doc/sphinxext/sphinx_gallery/gen_gallery.py","106","1","0.44278918112505167"
"nilearn/_utils/fixes/scikit_learn_utils.py","4","11","0.44278918112505167"
"plot_haxby_smoothlasso.py","57","2","0.44278918112505167"
"nisl/tests/test_hierarchical_clustering.py","26","6","0.44278918112505167"
"nilearn/plotting/__init__.py","206","0","0.44278918112505167"
"examples/04_manipulating_images/plot_mask_computation.py","164","5","0.44278918112505167"
"examples/01_plotting/plot_visualization.py","143","5","0.44278918112505167"
"nilearn/regions/tests/test_signal_extraction.py","133","4","0.44278918112505167"
"nilearn/_utils/fixes/sklearn_f_regression.py","4","1","0.44278918112505167"
"examples/manipulating_visualizing/plot_extract_rois_statistical_maps.py","123","5","0.44278918112505167"
"nisl/supervised_clustering_vs_anova.py","26","6","0.44278918112505167"
"nilearn/plotting/anat_cache.py","12","0","0.44278918112505167"
"nyu_rest_clustering.py","4","3","0.44278918112505167"
"examples/01_plotting/plot_3d_map_to_surface_projection.py","18","0","0.44278918112505167"
"hierarchical_clustering.py","22","6","0.44278918112505167"
"nilearn/sparse_models/tests/test_sklearn_compatibility.py","45","2","0.44278918112505167"
"examples/decoding/plot_mixed_gambles.py","5","5","0.44278918112505167"
"examples/02_decoding/plot_haxby_space_net.py","158","5","0.44278918112505167"
"examples/03_connectivity/plot_extract_regions_dictlearning_maps.py","89","5","0.44278918112505167"
"_utils/fixes/sklearn_f_regression_nosparse.py","7","1","0.44278918112505167"
"nilearn/sparse_models/__init__.py","47","2","0.44278918112505167"
"examples/plotting/plot_atlas.py","39","5","0.44278918112505167"
"examples/plot_ica_resting_state.py","77","7","0.44278918112505167"
"examples/advanced/plot_localizer_mass_univariate_methods.py","39","5","0.44278918112505167"
"nilearn/externals/skimage/tests/test_skimage_peak.py","21","8","0.44278918112505167"
"examples/manipulating_visualizing/plot_probabilistic_atlas.py","130","5","0.44278918112505167"
"nilearn/externals/skimage/__init__.py","23","8","0.44278918112505167"
"nilearn/input_data/nifti_labels_masker.py","214","4","0.44278918112505167"
"examples/manipulating_images/plot_extract_rois_statistical_maps.py","39","5","0.44278918112505167"
"examples/connectivity/plot_3d_map_to_extract_regions.py","16","8","0.44278918112505167"
"nilearn/input_data/tests/test_base_masker.py","199","4","0.44278918112505167"
"examples/04_manipulating_images/plot_extract_rois_statistical_maps.py","95","5","0.44278918112505167"
"doc/sphinxext/sphinxgallery/gen_gallery.py","13","1","0.44278918112505167"
"nilearn/plotting/glass_brain_files/__init__.py","3","3","0.44278918112505167"
"doc/sphinxext/numpydoc/traitsdoc.py","14","6","0.44278918112505167"
"nilearn/sparse_models/tests/test_estimators.py","45","2","0.44278918112505167"
"examples/connectivity/plot_4dmaps_to_extract_regions.py","15","8","0.44278918112505167"
"nilearn/plotting/tests/test_displays.py","226","4","0.44278918112505167"
"nilearn/region/autoextractor.py","2","16","0.44278918112505167"
"doc/sphinxext/numpy_ext/__init__.py","36","6","0.44278918112505167"
"nisl/__init__.py","148","3","0.44278918112505167"
"nilearn/sparse_models/tests/test_cv.py","48","2","0.44278918112505167"
"nilearn/datasets/struct.py","201","4","0.44278918112505167"
"nilearn/input_data/tests/test_nifti_maps_masker.py","215","4","0.44278918112505167"
"nisl/starplus_supervised_clustering.py","28","6","0.44278918112505167"
"examples/manipulating_visualizing/plot_dim_plotting.py","156","5","0.44278918112505167"
"nisl/mask.py","5","3","0.44278918112505167"
"nilearn/group_analysis/permuted_least_squares_aux.py","7","12","0.44278918112505167"
"examples/plot_miyawaki_reconstruction.py","77","7","0.44278918112505167"
"nilearn/decoding/tests/simulate_smooth_lasso_data.py","48","2","0.44278918112505167"
"nisl/images.py","7","3","0.44278918112505167"
"examples/connectivity/plot_connectivity_measures.py","148","5","0.44278918112505167"
"examples/05_advanced/plot_haxby_mass_univariate.py","190","5","0.44278918112505167"
"pymvpa-exampledata/decoding_example.py","6","6","0.44278918112505167"
"nilearn/image/tests/test_image.py","278","4","0.44278918112505167"
"nilearn/mass_univariate/tests/__init__.py","28","3","0.44278918112505167"
"examples/manipulating_images_and_visualization/plot_affine_transformation.py","54","7","0.44278918112505167"
"nilearn/datasets.py","261","4","0.44278918112505167"
"examples/decoding/plot_haxby_grid_search.py","224","5","0.44278918112505167"
"doc/sphinxext/numpy_ext/numpydoc.py","36","6","0.44278918112505167"
"examples/05_advanced/plot_localizer_mass_univariate_methods.py","171","5","0.44278918112505167"
"supervised_clustering_vs_anova.py","19","6","0.44278918112505167"
"examples/plot_haxby_different_estimators.py","77","7","0.44278918112505167"
"nilearn/surface/tests/__init__.py","17","0","0.44278918112505167"
"nisl/tests/test_decoding.py","8","3","0.44278918112505167"
"examples/decoding/plot_miyawaki_reconstruction.py","167","5","0.44278918112505167"
"nilearn/datasets/tests/test_struct.py","217","4","0.44278918112505167"
"examples/03_connectivity/plot_compare_resting_state_decomposition.py","165","5","0.44278918112505167"
"nilearn/region_extraction/regionextractor.py","4","8","0.44278918112505167"
"nilearn/decomposition/multi_pca.py","283","4","0.44278918112505167"
"nilearn/decoding/tests/test_same_api.py","202","2","0.44278918112505167"
"nilearn/decoding/operators.py","40","2","0.44278918112505167"
"nilearn/decoding/sparse_models/common.py","47","2","0.44278918112505167"
"examples/05_advanced/plot_localizer_simple_analysis.py","145","4","0.44278918112505167"
"nilearn/image/image.py","286","4","0.44278918112505167"
"examples/connectivity/plot_simulated_connectome.py","186","5","0.44278918112505167"
"examples/plot_canica_resting_state.py","77","7","0.44278918112505167"
"nilearn/decoding/sparse_models/tests/test_sklearn_compatibility.py","66","2","0.44278918112505167"
"_utils/fixes/sklearn_f_regression.py","4","1","0.44278918112505167"
"doc/sphinxext/sphinxgallery/gen_rst.py","13","1","0.44278918112505167"
"nilearn/_utils/fixes/sklearn_center_data.py","6","2","0.44278918112505167"
"doc/sphinxext/numpydoc/docscrape.py","14","6","0.44278918112505167"
"nisl/decomposition/multi_pca.py","109","3","0.44278918112505167"
"examples/03_connectivity/plot_rest_clustering.py","164","5","0.44278918112505167"
"examples/plotting/plot_demo_glass_brain.py","39","5","0.44278918112505167"
"plot_haxby_full_analysis.py","72","7","0.44278918112505167"
"plot_image_manipulation.py","2","13","0.44278918112505167"
"examples/plot_haxby_mass_univariate.py","77","7","0.44278918112505167"
"nilearn/_utils/niimg_conversions.py","334","4","0.44278918112505167"
"nilearn/sparse_models/tests/__init__.py","47","2","0.44278918112505167"
"plot_regions_covariance.py","32","3","0.44278918112505167"
"nisl/setup.py","40","6","0.44278918112505167"
"nilearn/description/__init__.py","25","4","0.44278918112505167"
"nilearn/decomposition/tests/test_dict_learning.py","125","4","0.44278918112505167"
"nilearn/decoding/searchlight.py","277","4","0.44278918112505167"
"examples/02_decoding/plot_haxby_anova_svm.py","190","5","0.44278918112505167"
"nilearn/decoding/sparse_models/smooth_lasso.py","68","2","0.44278918112505167"
"examples/manipulating_images/plot_affine_transformation.py","39","5","0.44278918112505167"
"examples/connectivity/compare_resting_state_decomposition.py","12","4","0.44278918112505167"
"nilearn/_utils/fixes/scikit_learn_scorer.py","4","11","0.44278918112505167"
"examples/manipulating_images/plot_smooth_mean_image.py","39","5","0.44278918112505167"
"plot_haxby_masks.py","69","7","0.44278918112505167"
"nilearn/io/tests/test_multi_nifti_masker.py","30","3","0.44278918112505167"
"nilearn/mass_univariate/tests/test_permuted_least_squares.py","53","4","0.44278918112505167"
"nilearn/mass_univariate/__init__.py","44","4","0.44278918112505167"
"nisl/_utils/exceptions.py","108","3","0.44278918112505167"
"nilearn/plotting/tests/__init__.py","33","0","0.44278918112505167"
"nilearn/region_decomposition/tests/test_region_extractor.py","10","8","0.44278918112505167"
"nilearn/io/nifti_masker.py","113","3","0.44278918112505167"
"examples/plot_nifti_simple.py","182","5","0.44278918112505167"
"nilearn/sparse_models/estimators.py","51","2","0.44278918112505167"
"nisl/io/tests/__init__.py","106","3","0.44278918112505167"
"nilearn/input_data/tests/test_multi_nifti_masker.py","241","4","0.44278918112505167"
"plot_msdl_covariance.py","4","3","0.44278918112505167"
"examples/manipulating_visualizing/plot_affine_transformation.py","206","5","0.44278918112505167"
"nilearn/_utils/fixes/sklearn_model_selection.py","6","4","0.44278918112505167"
"nilearn/decoding/sparse_models/tests/test_fista.py","66","2","0.44278918112505167"
"nilearn/io/tests/__init__.py","113","3","0.44278918112505167"
"nilearn/decomposition/tests/test_canica.py","264","4","0.44278918112505167"
"plot_roi_extraction.py","82","7","0.44278918112505167"
"nilearn/tests/test_niimg.py","196","4","0.44278918112505167"
"examples/plot_haxby_simple.py","214","5","0.44278918112505167"
"nilearn/plotting/tests/test_find_cuts.py","157","4","0.44278918112505167"
"plot_poldrack_space_net.py","12","2","0.44278918112505167"
"nilearn/input_data/nifti_spheres_masker.py","215","4","0.44278918112505167"
"nilearn/plotting/glass_brain/scripts/plot_glass_brain.py","12","0","0.44278918112505167"
"nilearn/io/tests/test_nifti_masker.py","113","3","0.44278918112505167"
"nisl/masking.py","127","3","0.44278918112505167"
"nisl/decomposition/tests/test_multi_pca.py","108","3","0.44278918112505167"
"nilearn/group_analysis/tests/tests_permuted_least_squares.py","7","12","0.44278918112505167"
"examples/02_decoding/plot_haxby_searchlight.py","184","5","0.44278918112505167"
"examples/plot_3d_and_4d_niimg.py","99","4","0.44278918112505167"
"examples/plot_haxby_masks.py","77","7","0.44278918112505167"
"nisl/tests/__init__.py","146","3","0.44278918112505167"
"plot_haxby_mask.py","18","3","0.44278918112505167"
"nisl/mri_transformer.py","16","3","0.44278918112505167"
"nilearn/decoding/sparse_models/tests/test_sklearn_basic_backports.py","68","2","0.44278918112505167"
"nilearn/plotting/glass_brain_scripts/plot_glass_brain.py","15","0","0.44278918112505167"
"nisl/tests/test_signals.py","41","3","0.44278918112505167"
"plot_old_canica_resting_state.py","110","3","0.44278918112505167"
"examples/03_connectivity/plot_group_level_connectivity.py","8","5","0.44278918112505167"
"examples/03_connectivity/plot_canica_resting_state.py","164","5","0.44278918112505167"
"pymvpa-exampledata/supervised_clustering.py","6","6","0.44278918112505167"
"examples/04_manipulating_images/plot_multiply_image.py","3","4","0.44278918112505167"
"plot_haxby_stimuli.py","66","7","0.44278918112505167"
"nilearn/plotting/slicers.py","77","0","0.44278918112505167"
"nilearn/io/multi_nifti_masker.py","113","3","0.44278918112505167"
"nilearn/_utils/fast_maths.py","50","0","0.44278918112505167"
"nilearn/connectivity/tests/test_matrix_operations.py","8","9","0.44278918112505167"
"examples/manipulating_images_and_visualization/plot_localizer_mass_univariate_methods.py","54","7","0.44278918112505167"
"examples/plot_a_oasis_vbm_space_net.py","3","5","0.44278918112505167"
"examples/02_decoding/plot_haxby_different_estimators.py","143","5","0.44278918112505167"
"nilearn/_utils/fixes/sklearn_f_regression_nosparse.py","48","1","0.44278918112505167"
"plot_haxby_full_analysis_log_l1.py","2","7","0.44278918112505167"
"nisl/_utils/numpy_conversions.py","107","3","0.44278918112505167"
"doc/sphinxext/numpydoc/linkcode.py","14","6","0.44278918112505167"
"examples/connectivity/plot_connect_comparison.py","71","7","0.44278918112505167"
"nisl/region.py","116","3","0.44278918112505167"
"examples/manipulating_images/plot_nifti_simple.py","39","5","0.44278918112505167"
"examples/02_decoding/plot_simulated_data.py","121","5","0.44278918112505167"
"nilearn/datasets/tests/test_datasets.py","9","4","0.44278918112505167"
"nilearn/decoding/sparse_models/tests/simulate_smooth_lasso_data.py","66","2","0.44278918112505167"
"nilearn/datasets/data/__init__.py","125","5","0.44278918112505167"
"nilearn/tests/test_segmentation.py","28","8","0.44278918112505167"
"nilearn/mass_univariate/tests/tests_permuted_least_squares.py","9","12","0.44278918112505167"
"nilearn/decoding/sparse_models/tests/test_same_api.py","66","2","0.44278918112505167"
"searchlight/images.py","5","3","0.44278918112505167"
"examples/manipulating_images_and_visualization/plot_haxby_mass_univariate.py","54","7","0.44278918112505167"
"example_searchlight.py","7","3","0.44278918112505167"
"nisl/tests/test_io_nifti_masker.py","6","3","0.44278918112505167"
"plot_haxby_multi_class.py","5","7","0.44278918112505167"
"nilearn/sparse_models/tests/test_operators.py","47","2","0.44278918112505167"
"examples/manipulating_visualizing/plot_extract_rois_smith_atlas.py","122","5","0.44278918112505167"
"examples/01_plotting/plot_surf_atlas.py","54","0","0.44278918112505167"
"nilearn/plotting/glass_brain_files/plot_align_svg.py","196","5","0.44278918112505167"
"nisl/decomposition/decomposition_model.py","38","3","0.44278918112505167"
"nilearn/_utils/logger.py","145","4","0.44278918112505167"
"examples/04_manipulating_images/plot_smooth_mean_image.py","87","5","0.44278918112505167"
"nilearn/_utils/fixes/funcsigs.py","6","4","0.44278918112505167"
"nilearn/_utils/param_validation.py","75","4","0.44278918112505167"
"nilearn/connectome/jaccard_index.py","1","4","0.44278918112505167"
"nilearn/tests/test_group_sparse_covariance.py","149","4","0.44278918112505167"
"nilearn/image/resampling.py","261","4","0.44278918112505167"
"nilearn/decoding/tests/__init__.py","122","3","0.44278918112505167"
"nilearn/tests/test_numpy_conversions.py","209","3","0.44278918112505167"
"nilearn/datasets/tests/test_utils.py","181","4","0.44278918112505167"
"nilearn/decoding/sparse_models/objective_functions.py","41","2","0.44278918112505167"
"__init__.py","18","6","0.44278918112505167"
"nilearn/decoding/tests/test_fista.py","158","2","0.44278918112505167"
"nilearn/io/__init__.py","113","3","0.44278918112505167"
"example_hierarchical_clustering_from_scikits_learn.py","7","6","0.44278918112505167"
"nilearn/sparse_models/operators.py","47","2","0.44278918112505167"
"nilearn/plotting/edge_detect.py","119","4","0.44278918112505167"
"nisl/simulated_example.py","28","6","0.44278918112505167"
"examples/01_plotting/brainpedia_surface.py","6","0","0.44278918112505167"
"doc/sphinxext/numpy_ext/docscrape.py","59","6","0.44278918112505167"
"nilearn/tests/test_datasets.py","260","4","0.44278918112505167"
"examples/manipulating_images/plot_roi_extraction.py","39","5","0.44278918112505167"
"nisl/tests/test_mri_transformer.py","9","3","0.44278918112505167"
"examples/plot_mask_computation.py","77","7","0.44278918112505167"
"examples/manipulating_visualizing/plot_demo_glass_brain_extensive.py","198","5","0.44278918112505167"
"doc/sphinxext/numpy_ext_old/docscrape.py","26","6","0.44278918112505167"
"nilearn/connectome/group_sparse_covariance.py","65","4","0.44278918112505167"
"nisl/testing.py","113","3","0.44278918112505167"
"nilearn/sparse_models/tests/test_fista.py","47","2","0.44278918112505167"
"nilearn/input_data/tests/test_nifti_masker.py","243","4","0.44278918112505167"
"doc/sphinxext/sphinx_gallery/__init__.py","105","1","0.44278918112505167"
"nilearn/plotting/glass_brain_scripts/svg_to_json_converter.py","15","0","0.44278918112505167"
"nisl/datasets.py","150","3","0.44278918112505167"
"nilearn/plotting/tests/test_surf_plotting.py","55","0","0.44278918112505167"
"nilearn/glass_brain_scripts/plot_glass_brain.py","9","0","0.44278918112505167"
"nilearn/tests/test_ndimage.py","145","3","0.44278918112505167"
"nilearn/sparse_models/tests/test_common.py","47","2","0.44278918112505167"
"examples/plotting/plot_demo_glass_brain_extensive.py","39","5","0.44278918112505167"
"nilearn/connectome/__init__.py","124","4","0.44278918112505167"
"nilearn/tests/test_logger.py","147","4","0.44278918112505167"
"nilearn/plotting/tests/test_img_plotting.py","238","4","0.44278918112505167"
"examples/03_connectivity/plot_power_connectome.py","115","4","0.44278918112505167"
"examples/02_decoding/plot_haxby_stimuli.py","141","5","0.44278918112505167"
"setup.py","332","3","0.44278918112505167"
"examples/manipulating_visualizing/plot_haxby_mass_univariate.py","231","5","0.44278918112505167"
"nisl/decoding/__init__.py","104","3","0.44278918112505167"
"nisl/starplus.py","28","6","0.44278918112505167"
"nilearn/decoding/sparse_models/tests/test_tv.py","66","2","0.44278918112505167"
"plot_regions_covariance_obj.py","11","3","0.44278918112505167"
"examples/manipulating_visualizing/plot_smooth_mean_image.py","201","5","0.44278918112505167"
"nilearn/tests/data/__init__.py","29","3","0.44278918112505167"
"examples/plot_atlas.py","1","5","0.44278918112505167"
"plot_haxby_different_estimators.py","74","7","0.44278918112505167"
"nilearn/decoding/tests/test_graph_net.py","169","4","0.44278918112505167"
"nisl/_utils/niimg_conversions.py","109","3","0.44278918112505167"
"examples/manipulating_images_and_visualization/plot_demo_plotting.py","54","7","0.44278918112505167"
"doc/sphinxext/sphinx_gallery/gen_rst.py","105","1","0.44278918112505167"
"nilearn/group_analysis/permuted_least_squares.py","7","12","0.44278918112505167"
