,rectype,issueid,project_owner,project_name,actor,time,text,action,title
4,issue_comment,217,aio-libs,aioredis,codecov-io,2017-05-10 07:13:06,"# [Codecov](https://codecov.io/gh/aio-libs/aioredis/pull/217?src=pr&el=h1) Report
> Merging [#217](https://codecov.io/gh/aio-libs/aioredis/pull/217?src=pr&el=desc) into [master](https://codecov.io/gh/aio-libs/aioredis/commit/7e4e2a5439cc812510f7dde28b3e865852b2e52c?src=pr&el=desc) will **decrease** coverage by `0.09%`.
> The diff coverage is `n/a`.

[![Impacted file tree graph](https://codecov.io/gh/aio-libs/aioredis/pull/217/graphs/tree.svg?token=THCDhqngRB&height=150&width=650&src=pr)](https://codecov.io/gh/aio-libs/aioredis/pull/217?src=pr&el=tree)

```diff
@@            Coverage Diff            @@
##           master     #217     +/-   ##
=========================================
- Coverage    95.3%   95.21%   -0.1%     
=========================================
  Files          58       59      +1     
  Lines        7544     8152    +608     
  Branches      628      769    +141     
=========================================
+ Hits         7190     7762    +572     
- Misses        260      273     +13     
- Partials       94      117     +23
```


| [Impacted Files](https://codecov.io/gh/aio-libs/aioredis/pull/217?src=pr&el=tree) | Coverage Δ | |
|---|---|---|
| [aioredis/commands/pubsub.py](https://codecov.io/gh/aio-libs/aioredis/pull/217?src=pr&el=tree#diff-YWlvcmVkaXMvY29tbWFuZHMvcHVic3ViLnB5) | `92.62% <0%> (-7.38%)` | :arrow_down: |
| [aioredis/sentinel/\_\_init\_\_.py](https://codecov.io/gh/aio-libs/aioredis/pull/217?src=pr&el=tree#diff-YWlvcmVkaXMvc2VudGluZWwvX19pbml0X18ucHk=) | `100% <0%> (ø)` | :arrow_up: |
| [examples/py34/connection.py](https://codecov.io/gh/aio-libs/aioredis/pull/217?src=pr&el=tree#diff-ZXhhbXBsZXMvcHkzNC9jb25uZWN0aW9uLnB5) | `92.95% <0%> (ø)` | |
| [aioredis/sentinel/pool.py](https://codecov.io/gh/aio-libs/aioredis/pull/217?src=pr&el=tree#diff-YWlvcmVkaXMvc2VudGluZWwvcG9vbC5weQ==) | `86.31% <0%> (+6.93%)` | :arrow_up: |

------

[Continue to review full report at Codecov](https://codecov.io/gh/aio-libs/aioredis/pull/217?src=pr&el=continue).
> **Legend** - [Click here to learn more](https://docs.codecov.io/docs/codecov-delta)
> `Δ = absolute <relative> (impact)`, `ø = not affected`, `? = missing data`
> Powered by [Codecov](https://codecov.io/gh/aio-libs/aioredis/pull/217?src=pr&el=footer). Last update [7e4e2a5...6bc0aa0](https://codecov.io/gh/aio-libs/aioredis/pull/217?src=pr&el=lastupdated). Read the [comment docs](https://docs.codecov.io/docs/pull-request-comments).
",,
5,pull_request_commit,217,aio-libs,aioredis,pyup-bot,2017-05-04 18:49:08,Update async-timeout from 1.2.0 to 1.2.1,6bc0aa0a28e7e6980c70b5f0a52b90da8a07f71f,
0,issue_title,228,aio-libs,aioredis,pyup-bot,2017-05-15 01:47:35,"
There's a new version of [coverage](https://pypi.python.org/pypi/coverage) available.
You are currently using **4.4**. I have updated it to **4.4.1**



These links might come in handy:  <a href=""https://pypi.python.org/pypi/coverage"">PyPI</a> | <a href=""https://pyup.io/changelogs/coverage/"">Changelog</a> | <a href=""https://coverage.readthedocs.io"">Docs</a> 



### Changelog
> 
>### 4.4.1

>----------------------------

>- No code changes: just corrected packaging for Python 2.7 Linux wheels.


>.. _changes_44:







*Got merge conflicts? Close this PR and delete the branch. I'll create a new PR for you.*

Happy merging! 🤖
",start issue,Update coverage to 4.4.1
1,issue_closed,228,aio-libs,aioredis,popravich,2017-05-15 11:00:46,,closed issue,Update coverage to 4.4.1
2,pull_request_title,228,aio-libs,aioredis,pyup-bot,2017-05-15 01:47:35,"
There's a new version of [coverage](https://pypi.python.org/pypi/coverage) available.
You are currently using **4.4**. I have updated it to **4.4.1**



These links might come in handy:  <a href=""https://pypi.python.org/pypi/coverage"">PyPI</a> | <a href=""https://pyup.io/changelogs/coverage/"">Changelog</a> | <a href=""https://coverage.readthedocs.io"">Docs</a> 



### Changelog
> 
>### 4.4.1

>----------------------------

>- No code changes: just corrected packaging for Python 2.7 Linux wheels.


>.. _changes_44:







*Got merge conflicts? Close this PR and delete the branch. I'll create a new PR for you.*

Happy merging! 🤖
",6a4ed9f250cc8dacf2d0b713e7982a8dfd654a67,Update coverage to 4.4.1
3,pull_request_merged,228,aio-libs,aioredis,popravich,2017-05-15 11:00:46,Update coverage to 4.4.1,1ca9e265909106b3490bdc9b1c74c58cde3bfeb6,Pull request merge from aio-libs/aioredis:pyup-update-coverage-4.4-to-4.4.1 to aio-libs/aioredis:master
4,pull_request_commit,228,aio-libs,aioredis,pyup-bot,2017-05-15 01:47:34,Update coverage from 4.4 to 4.4.1,6a4ed9f250cc8dacf2d0b713e7982a8dfd654a67,
0,issue_title,229,aio-libs,aioredis,popravich,2017-05-15 08:51:59,"* allow PyPy build to fail — its so unstable on travis
* more tests for server commands
* implement `command*` commands",start issue,Commands enhancement
1,issue_closed,229,aio-libs,aioredis,popravich,2017-05-15 09:28:56,,closed issue,Commands enhancement
2,pull_request_title,229,aio-libs,aioredis,popravich,2017-05-15 08:51:59,"* allow PyPy build to fail — its so unstable on travis
* more tests for server commands
* implement `command*` commands",73b9e9740b1b83f9f25db4b8ef899666bbade6b2,Commands enhancement
3,pull_request_merged,229,aio-libs,aioredis,popravich,2017-05-15 09:28:56,Commands enhancement,2af637d42c1834629ff20da7697f883fd8b82679,Pull request merge from aio-libs/aioredis:commands_enhancement to aio-libs/aioredis:master
4,issue_comment,229,aio-libs,aioredis,codecov-io,2017-05-15 09:04:33,"# [Codecov](https://codecov.io/gh/aio-libs/aioredis/pull/229?src=pr&el=h1) Report
> Merging [#229](https://codecov.io/gh/aio-libs/aioredis/pull/229?src=pr&el=desc) into [master](https://codecov.io/gh/aio-libs/aioredis/commit/e7393c77c6fc201609378d5ccda5ec496c831157?src=pr&el=desc) will **increase** coverage by `0.07%`.
> The diff coverage is `100%`.

[![Impacted file tree graph](https://codecov.io/gh/aio-libs/aioredis/pull/229/graphs/tree.svg?token=THCDhqngRB&src=pr&height=150&width=650)](https://codecov.io/gh/aio-libs/aioredis/pull/229?src=pr&el=tree)

```diff
@@            Coverage Diff             @@
##           master     #229      +/-   ##
==========================================
+ Coverage   96.75%   96.82%   +0.07%     
==========================================
  Files          55       55              
  Lines        7425     7505      +80     
  Branches      622      622              
==========================================
+ Hits         7184     7267      +83     
+ Misses        182      174       -8     
- Partials       59       64       +5
```


| [Impacted Files](https://codecov.io/gh/aio-libs/aioredis/pull/229?src=pr&el=tree) | Coverage Δ | |
|---|---|---|
| [tests/server\_commands\_test.py](https://codecov.io/gh/aio-libs/aioredis/pull/229?src=pr&el=tree#diff-dGVzdHMvc2VydmVyX2NvbW1hbmRzX3Rlc3QucHk=) | `100% <100%> (ø)` | :arrow_up: |
| [aioredis/commands/server.py](https://codecov.io/gh/aio-libs/aioredis/pull/229?src=pr&el=tree#diff-YWlvcmVkaXMvY29tbWFuZHMvc2VydmVyLnB5) | `85.23% <100%> (+10.05%)` | :arrow_up: |
| [aioredis/sentinel/pool.py](https://codecov.io/gh/aio-libs/aioredis/pull/229?src=pr&el=tree#diff-YWlvcmVkaXMvc2VudGluZWwvcG9vbC5weQ==) | `88.65% <0%> (-2.12%)` | :arrow_down: |
| [aioredis/commands/pubsub.py](https://codecov.io/gh/aio-libs/aioredis/pull/229?src=pr&el=tree#diff-YWlvcmVkaXMvY29tbWFuZHMvcHVic3ViLnB5) | `95.26% <0%> (-0.95%)` | :arrow_down: |

------

[Continue to review full report at Codecov](https://codecov.io/gh/aio-libs/aioredis/pull/229?src=pr&el=continue).
> **Legend** - [Click here to learn more](https://docs.codecov.io/docs/codecov-delta)
> `Δ = absolute <relative> (impact)`, `ø = not affected`, `? = missing data`
> Powered by [Codecov](https://codecov.io/gh/aio-libs/aioredis/pull/229?src=pr&el=footer). Last update [e7393c7...73b9e97](https://codecov.io/gh/aio-libs/aioredis/pull/229?src=pr&el=lastupdated). Read the [comment docs](https://docs.codecov.io/docs/pull-request-comments).
",,
5,pull_request_commit,229,aio-libs,aioredis,popravich,2017-05-13 20:23:27,allow to fail pypy on travis -- it is too unstable on travis,9b702e42b047f459ae9969dd7fcefa72d1206f8f,
6,pull_request_commit,229,aio-libs,aioredis,popravich,2017-05-13 20:23:55,add some more tests for server commands,d2bfb69e7333687cd4a8732fe8180e52d4f81731,
7,pull_request_commit,229,aio-libs,aioredis,popravich,2017-05-15 07:32:34,add COMMAND* commands,ffa2bbfa9159816d6c4b04a6631751b94f0a08d6,
8,pull_request_commit,229,aio-libs,aioredis,popravich,2017-05-15 08:23:55,fix min redis version for command getkeys,73b9e9740b1b83f9f25db4b8ef899666bbade6b2,
0,issue_title,226,aio-libs,aioredis,pyup-bot,2017-05-13 14:55:57,"
There's a new version of [pytest-cov](https://pypi.python.org/pypi/pytest-cov) available.
You are currently using **2.4.0**. I have updated it to **2.5.1**



These links might come in handy:  <a href=""https://pypi.python.org/pypi/pytest-cov"">PyPI</a> | <a href=""https://pyup.io/changelogs/pytest-cov/"">Changelog</a> | <a href=""https://github.com/pytest-dev/pytest-cov"">Repo</a> 



### Changelog
> 
>### 2.5.1

>------------------

>* Fixed xdist breakage (regression in ``2.5.0``).
>  Fixes `157 &lt;https://github.com/pytest-dev/pytest-cov/issues/157&gt;`_.
>* Allow setting custom ``data_file`` name in ``.coveragerc``.
>  Fixes `145 &lt;https://github.com/pytest-dev/pytest-cov/issues/145&gt;`_.
>  Contributed by Jannis Leidel &amp; Ionel Cristian Mărieș in
>  `156 &lt;https://github.com/pytest-dev/pytest-cov/pull/156&gt;`_.



>### 2.5.0

>------------------

>* Always show a summary when ``--cov-fail-under`` is used. Contributed by Francis Niu in `PR141
>  &lt;https://github.com/pytest-dev/pytest-cov/pull/141&gt;`_.
>* Added ``--cov-branch`` option. Fixes `85 &lt;https://github.com/pytest-dev/pytest-cov/issues/85&gt;`_.
>* Improve exception handling in subprocess setup. Fixes `144 &lt;https://github.com/pytest-dev/pytest-cov/issues/144&gt;`_.
>* Fixed handling when ``--cov`` is used multiple times. Fixes `151 &lt;https://github.com/pytest-dev/pytest-cov/issues/151&gt;`_.







*Got merge conflicts? Close this PR and delete the branch. I'll create a new PR for you.*

Happy merging! 🤖
",start issue,Update pytest-cov to 2.5.1
1,issue_closed,226,aio-libs,aioredis,popravich,2017-05-15 11:01:13,,closed issue,Update pytest-cov to 2.5.1
2,pull_request_title,226,aio-libs,aioredis,pyup-bot,2017-05-13 14:55:57,"
There's a new version of [pytest-cov](https://pypi.python.org/pypi/pytest-cov) available.
You are currently using **2.4.0**. I have updated it to **2.5.1**



These links might come in handy:  <a href=""https://pypi.python.org/pypi/pytest-cov"">PyPI</a> | <a href=""https://pyup.io/changelogs/pytest-cov/"">Changelog</a> | <a href=""https://github.com/pytest-dev/pytest-cov"">Repo</a> 



### Changelog
> 
>### 2.5.1

>------------------

>* Fixed xdist breakage (regression in ``2.5.0``).
>  Fixes `157 &lt;https://github.com/pytest-dev/pytest-cov/issues/157&gt;`_.
>* Allow setting custom ``data_file`` name in ``.coveragerc``.
>  Fixes `145 &lt;https://github.com/pytest-dev/pytest-cov/issues/145&gt;`_.
>  Contributed by Jannis Leidel &amp; Ionel Cristian Mărieș in
>  `156 &lt;https://github.com/pytest-dev/pytest-cov/pull/156&gt;`_.



>### 2.5.0

>------------------

>* Always show a summary when ``--cov-fail-under`` is used. Contributed by Francis Niu in `PR141
>  &lt;https://github.com/pytest-dev/pytest-cov/pull/141&gt;`_.
>* Added ``--cov-branch`` option. Fixes `85 &lt;https://github.com/pytest-dev/pytest-cov/issues/85&gt;`_.
>* Improve exception handling in subprocess setup. Fixes `144 &lt;https://github.com/pytest-dev/pytest-cov/issues/144&gt;`_.
>* Fixed handling when ``--cov`` is used multiple times. Fixes `151 &lt;https://github.com/pytest-dev/pytest-cov/issues/151&gt;`_.







*Got merge conflicts? Close this PR and delete the branch. I'll create a new PR for you.*

Happy merging! 🤖
",e086688ff7ddf7ea9205f2fc25822974918e6bde,Update pytest-cov to 2.5.1
3,pull_request_merged,226,aio-libs,aioredis,popravich,2017-05-15 11:01:13,Update pytest-cov to 2.5.1,fe9b8cb06d42d3d9a5084cb1836b38eb5374bbe0,Pull request merge from aio-libs/aioredis:pyup-update-pytest-cov-2.4.0-to-2.5.1 to aio-libs/aioredis:master
4,pull_request_commit,226,aio-libs,aioredis,pyup-bot,2017-05-13 14:55:56,Update pytest-cov from 2.4.0 to 2.5.1,e086688ff7ddf7ea9205f2fc25822974918e6bde,
0,issue_title,227,aio-libs,aioredis,pyup-bot,2017-05-14 15:45:34,"
There's a new version of [sphinx](https://pypi.python.org/pypi/sphinx) available.
You are currently using **1.5.5**. I have updated it to **1.5.6**



These links might come in handy:  <a href=""https://pypi.python.org/pypi/sphinx"">PyPI</a> | <a href=""https://pyup.io/changelogs/sphinx/"">Changelog</a> | <a href=""http://sphinx-doc.org/"">Homepage</a> 



### Changelog
> 
>### 1.5.6

>=====================================

>Bugs fixed
>----------

>* 3614: Sphinx crashes with requests-2.5.0
>* 3618: autodoc crashes with tupled arguments
>* 3664: No space after the bullet in items of a latex list produced by Sphinx
>* 3657: EPUB builder crashes if document startswith genindex exists
>* 3588: No compact (p tag) html output in the i18n document build even when
>  :confval:`html_compact_lists` is True.
>* 3685: AttributeError when using 3rd party domains
>* 3702: LaTeX writer styles figure legends with a hard-coded ``\small``
>* 3708: LaTeX writer allows irc scheme
>* 3717: Stop enforcing that favicon&#39;s must be .ico
>* 3731, 3732: Protect isenumclass predicate against non-class arguments
>* 3320: Warning about reference target not being found for container types
>* Misspelled ARCHIVEPREFIX in Makefile for latex build repertory







*Got merge conflicts? Close this PR and delete the branch. I'll create a new PR for you.*

Happy merging! 🤖
",start issue,Update sphinx to 1.5.6
1,issue_closed,227,aio-libs,aioredis,popravich,2017-05-15 11:01:01,,closed issue,Update sphinx to 1.5.6
2,pull_request_title,227,aio-libs,aioredis,pyup-bot,2017-05-14 15:45:34,"
There's a new version of [sphinx](https://pypi.python.org/pypi/sphinx) available.
You are currently using **1.5.5**. I have updated it to **1.5.6**



These links might come in handy:  <a href=""https://pypi.python.org/pypi/sphinx"">PyPI</a> | <a href=""https://pyup.io/changelogs/sphinx/"">Changelog</a> | <a href=""http://sphinx-doc.org/"">Homepage</a> 



### Changelog
> 
>### 1.5.6

>=====================================

>Bugs fixed
>----------

>* 3614: Sphinx crashes with requests-2.5.0
>* 3618: autodoc crashes with tupled arguments
>* 3664: No space after the bullet in items of a latex list produced by Sphinx
>* 3657: EPUB builder crashes if document startswith genindex exists
>* 3588: No compact (p tag) html output in the i18n document build even when
>  :confval:`html_compact_lists` is True.
>* 3685: AttributeError when using 3rd party domains
>* 3702: LaTeX writer styles figure legends with a hard-coded ``\small``
>* 3708: LaTeX writer allows irc scheme
>* 3717: Stop enforcing that favicon&#39;s must be .ico
>* 3731, 3732: Protect isenumclass predicate against non-class arguments
>* 3320: Warning about reference target not being found for container types
>* Misspelled ARCHIVEPREFIX in Makefile for latex build repertory







*Got merge conflicts? Close this PR and delete the branch. I'll create a new PR for you.*

Happy merging! 🤖
",ac21697aedc796925dc0802939b95d911c1d8b30,Update sphinx to 1.5.6
3,pull_request_merged,227,aio-libs,aioredis,popravich,2017-05-15 11:01:01,Update sphinx to 1.5.6,bee9e96b9b236c3ccc826e69344331721696ae2d,Pull request merge from aio-libs/aioredis:pyup-update-sphinx-1.5.5-to-1.5.6 to aio-libs/aioredis:master
4,pull_request_commit,227,aio-libs,aioredis,pyup-bot,2017-05-14 15:45:33,Update sphinx from 1.5.5 to 1.5.6,ac21697aedc796925dc0802939b95d911c1d8b30,
