,rectype,issueid,project_owner,project_name,actor,time,text,action,title
1,issue_closed,257,aio-libs,aioredis,popravich,2017-06-30 07:19:20,,closed issue,Fix critical bug with patched Lock
2,pull_request_title,257,aio-libs,aioredis,pfreixes,2017-06-30 07:13:28,,718f7317a490ec21de4323e04399c1f4ac4f43f2,Fix critical bug with patched Lock
3,pull_request_merged,257,aio-libs,aioredis,popravich,2017-06-30 07:19:20,Fix critical bug with patched Lock,10822569e3781fe15c5bbd0e3be4e9fdbdb9e3b6,Pull request merge from pfreixes/aioredis:fix_lock_critical_bug_v03 to aio-libs/aioredis:v0.3
4,issue_comment,257,aio-libs,aioredis,popravich,2017-06-30 07:19:23,Thanks,,
5,pull_request_commit,257,aio-libs,aioredis,pfreixes,2017-06-29 20:44:53,Fix critical bug with patched Lock,718f7317a490ec21de4323e04399c1f4ac4f43f2,
0,issue_title,256,aio-libs,aioredis,pfreixes,2017-06-29 21:07:48,"@popravich it should be merged ASAP, sorry fo the bug introduced plus no detection in the UT. I will do another MR to have support for Python 3.6.2, using the Python implementation.

We detected that issue together with @argaen when the new Python RC was tested with aiocache.

We have been running our system with that version since it was published, we didn't notice any particular issue. I guess that having a pool overallocated of opened connections has hide that mistake.",start issue,Fix critical bug with patched Lock
1,issue_closed,256,aio-libs,aioredis,popravich,2017-06-30 07:04:28,,closed issue,Fix critical bug with patched Lock
2,pull_request_title,256,aio-libs,aioredis,pfreixes,2017-06-29 21:07:48,"@popravich it should be merged ASAP, sorry fo the bug introduced plus no detection in the UT. I will do another MR to have support for Python 3.6.2, using the Python implementation.

We detected that issue together with @argaen when the new Python RC was tested with aiocache.

We have been running our system with that version since it was published, we didn't notice any particular issue. I guess that having a pool overallocated of opened connections has hide that mistake.",5e671fe98093cf506ce1cb134c335cabd934ad84,Fix critical bug with patched Lock
3,pull_request_merged,256,aio-libs,aioredis,popravich,2017-06-30 07:04:28,Fix critical bug with patched Lock,362667a92d7d88090cefc7c886f41c63412ed6e8,Pull request merge from pfreixes/aioredis:fix_critical_bug_lock to aio-libs/aioredis:master
4,issue_comment,256,aio-libs,aioredis,codecov[bot],2017-06-29 21:07:50,"# [Codecov](https://codecov.io/gh/aio-libs/aioredis/pull/256?src=pr&el=h1) Report
> Merging [#256](https://codecov.io/gh/aio-libs/aioredis/pull/256?src=pr&el=desc) into [master](https://codecov.io/gh/aio-libs/aioredis/commit/0f73783b8145616a297f11e842ebafaff8b429e9?src=pr&el=desc) will **decrease** coverage by `9.87%`.
> The diff coverage is `100%`.

[![Impacted file tree graph](https://codecov.io/gh/aio-libs/aioredis/pull/256/graphs/tree.svg?token=THCDhqngRB&width=650&height=150&src=pr)](https://codecov.io/gh/aio-libs/aioredis/pull/256?src=pr&el=tree)

```diff
@@            Coverage Diff            @@
##           master    #256      +/-   ##
=========================================
- Coverage   96.97%   87.1%   -9.88%     
=========================================
  Files          57      57              
  Lines        7449    7450       +1     
  Branches      587     587              
=========================================
- Hits         7224    6489     -735     
- Misses        168     872     +704     
- Partials       57      89      +32
```


| [Impacted Files](https://codecov.io/gh/aio-libs/aioredis/pull/256?src=pr&el=tree) | Coverage Δ | |
|---|---|---|
| [aioredis/locks.py](https://codecov.io/gh/aio-libs/aioredis/pull/256?src=pr&el=tree#diff-YWlvcmVkaXMvbG9ja3MucHk=) | `95.65% <100%> (-4.35%)` | :arrow_down: |
| [tests/geo\_commands\_test.py](https://codecov.io/gh/aio-libs/aioredis/pull/256?src=pr&el=tree#diff-dGVzdHMvZ2VvX2NvbW1hbmRzX3Rlc3QucHk=) | `18.46% <0%> (-81.54%)` | :arrow_down: |
| [tests/sentinel\_commands\_test.py](https://codecov.io/gh/aio-libs/aioredis/pull/256?src=pr&el=tree#diff-dGVzdHMvc2VudGluZWxfY29tbWFuZHNfdGVzdC5weQ==) | `18.6% <0%> (-81.4%)` | :arrow_down: |
| [aioredis/commands/geo.py](https://codecov.io/gh/aio-libs/aioredis/pull/256?src=pr&el=tree#diff-YWlvcmVkaXMvY29tbWFuZHMvZ2VvLnB5) | `22.53% <0%> (-77.47%)` | :arrow_down: |
| [tests/ssl\_test.py](https://codecov.io/gh/aio-libs/aioredis/pull/256?src=pr&el=tree#diff-dGVzdHMvc3NsX3Rlc3QucHk=) | `23.52% <0%> (-76.48%)` | :arrow_down: |
| [tests/sentinel\_failover\_test.py](https://codecov.io/gh/aio-libs/aioredis/pull/256?src=pr&el=tree#diff-dGVzdHMvc2VudGluZWxfZmFpbG92ZXJfdGVzdC5weQ==) | `12.78% <0%> (-75.19%)` | :arrow_down: |
| [aioredis/sentinel/commands.py](https://codecov.io/gh/aio-libs/aioredis/pull/256?src=pr&el=tree#diff-YWlvcmVkaXMvc2VudGluZWwvY29tbWFuZHMucHk=) | `37.03% <0%> (-60.5%)` | :arrow_down: |
| [aioredis/log.py](https://codecov.io/gh/aio-libs/aioredis/pull/256?src=pr&el=tree#diff-YWlvcmVkaXMvbG9nLnB5) | `45.45% <0%> (-54.55%)` | :arrow_down: |
| [tests/conftest.py](https://codecov.io/gh/aio-libs/aioredis/pull/256?src=pr&el=tree#diff-dGVzdHMvY29uZnRlc3QucHk=) | `58.89% <0%> (-31.58%)` | :arrow_down: |
| [aioredis/commands/generic.py](https://codecov.io/gh/aio-libs/aioredis/pull/256?src=pr&el=tree#diff-YWlvcmVkaXMvY29tbWFuZHMvZ2VuZXJpYy5weQ==) | `81.37% <0%> (-18.63%)` | :arrow_down: |
| ... and [15 more](https://codecov.io/gh/aio-libs/aioredis/pull/256?src=pr&el=tree-more) | |

------

[Continue to review full report at Codecov](https://codecov.io/gh/aio-libs/aioredis/pull/256?src=pr&el=continue).
> **Legend** - [Click here to learn more](https://docs.codecov.io/docs/codecov-delta)
> `Δ = absolute <relative> (impact)`, `ø = not affected`, `? = missing data`
> Powered by [Codecov](https://codecov.io/gh/aio-libs/aioredis/pull/256?src=pr&el=footer). Last update [0f73783...5e671fe](https://codecov.io/gh/aio-libs/aioredis/pull/256?src=pr&el=lastupdated). Read the [comment docs](https://docs.codecov.io/docs/pull-request-comments).
",,
5,issue_comment,256,aio-libs,aioredis,codecov[bot],2017-06-29 21:07:51,"# [Codecov](https://codecov.io/gh/aio-libs/aioredis/pull/256?src=pr&el=h1) Report
> Merging [#256](https://codecov.io/gh/aio-libs/aioredis/pull/256?src=pr&el=desc) into [master](https://codecov.io/gh/aio-libs/aioredis/commit/0f73783b8145616a297f11e842ebafaff8b429e9?src=pr&el=desc) will **decrease** coverage by `9.87%`.
> The diff coverage is `100%`.

[![Impacted file tree graph](https://codecov.io/gh/aio-libs/aioredis/pull/256/graphs/tree.svg?src=pr&token=THCDhqngRB&width=650&height=150)](https://codecov.io/gh/aio-libs/aioredis/pull/256?src=pr&el=tree)

```diff
@@            Coverage Diff            @@
##           master    #256      +/-   ##
=========================================
- Coverage   96.97%   87.1%   -9.88%     
=========================================
  Files          57      57              
  Lines        7449    7450       +1     
  Branches      587     587              
=========================================
- Hits         7224    6489     -735     
- Misses        168     872     +704     
- Partials       57      89      +32
```


| [Impacted Files](https://codecov.io/gh/aio-libs/aioredis/pull/256?src=pr&el=tree) | Coverage Δ | |
|---|---|---|
| [aioredis/locks.py](https://codecov.io/gh/aio-libs/aioredis/pull/256?src=pr&el=tree#diff-YWlvcmVkaXMvbG9ja3MucHk=) | `95.65% <100%> (-4.35%)` | :arrow_down: |
| [tests/geo\_commands\_test.py](https://codecov.io/gh/aio-libs/aioredis/pull/256?src=pr&el=tree#diff-dGVzdHMvZ2VvX2NvbW1hbmRzX3Rlc3QucHk=) | `18.46% <0%> (-81.54%)` | :arrow_down: |
| [tests/sentinel\_commands\_test.py](https://codecov.io/gh/aio-libs/aioredis/pull/256?src=pr&el=tree#diff-dGVzdHMvc2VudGluZWxfY29tbWFuZHNfdGVzdC5weQ==) | `18.6% <0%> (-81.4%)` | :arrow_down: |
| [aioredis/commands/geo.py](https://codecov.io/gh/aio-libs/aioredis/pull/256?src=pr&el=tree#diff-YWlvcmVkaXMvY29tbWFuZHMvZ2VvLnB5) | `22.53% <0%> (-77.47%)` | :arrow_down: |
| [tests/ssl\_test.py](https://codecov.io/gh/aio-libs/aioredis/pull/256?src=pr&el=tree#diff-dGVzdHMvc3NsX3Rlc3QucHk=) | `23.52% <0%> (-76.48%)` | :arrow_down: |
| [tests/sentinel\_failover\_test.py](https://codecov.io/gh/aio-libs/aioredis/pull/256?src=pr&el=tree#diff-dGVzdHMvc2VudGluZWxfZmFpbG92ZXJfdGVzdC5weQ==) | `12.78% <0%> (-75.19%)` | :arrow_down: |
| [aioredis/sentinel/commands.py](https://codecov.io/gh/aio-libs/aioredis/pull/256?src=pr&el=tree#diff-YWlvcmVkaXMvc2VudGluZWwvY29tbWFuZHMucHk=) | `37.03% <0%> (-60.5%)` | :arrow_down: |
| [aioredis/log.py](https://codecov.io/gh/aio-libs/aioredis/pull/256?src=pr&el=tree#diff-YWlvcmVkaXMvbG9nLnB5) | `45.45% <0%> (-54.55%)` | :arrow_down: |
| [tests/conftest.py](https://codecov.io/gh/aio-libs/aioredis/pull/256?src=pr&el=tree#diff-dGVzdHMvY29uZnRlc3QucHk=) | `58.89% <0%> (-31.58%)` | :arrow_down: |
| [aioredis/commands/generic.py](https://codecov.io/gh/aio-libs/aioredis/pull/256?src=pr&el=tree#diff-YWlvcmVkaXMvY29tbWFuZHMvZ2VuZXJpYy5weQ==) | `81.37% <0%> (-18.63%)` | :arrow_down: |
| ... and [15 more](https://codecov.io/gh/aio-libs/aioredis/pull/256?src=pr&el=tree-more) | |

------

[Continue to review full report at Codecov](https://codecov.io/gh/aio-libs/aioredis/pull/256?src=pr&el=continue).
> **Legend** - [Click here to learn more](https://docs.codecov.io/docs/codecov-delta)
> `Δ = absolute <relative> (impact)`, `ø = not affected`, `? = missing data`
> Powered by [Codecov](https://codecov.io/gh/aio-libs/aioredis/pull/256?src=pr&el=footer). Last update [0f73783...5e671fe](https://codecov.io/gh/aio-libs/aioredis/pull/256?src=pr&el=lastupdated). Read the [comment docs](https://docs.codecov.io/docs/pull-request-comments).
",,
6,issue_comment,256,aio-libs,aioredis,pfreixes,2017-06-29 21:11:01,A really weird error in Travis regarding some firs steps to get ready the environment ...,,
7,issue_comment,256,aio-libs,aioredis,popravich,2017-06-30 07:04:31,Can you resubmit the PR into v0.3 branch?,,
8,issue_comment,256,aio-libs,aioredis,pfreixes,2017-06-30 07:13:44,https://github.com/aio-libs/aioredis/pull/257,,
9,issue_comment,256,aio-libs,aioredis,popravich,2017-06-30 08:23:33,Released `v1.0.0b2`  and `v0.3.3`,,
10,pull_request_commit,256,aio-libs,aioredis,pfreixes,2017-06-29 20:44:53,Fix critical bug with patched Lock,5e671fe98093cf506ce1cb134c335cabd934ad84,
