,burst_id,burst_start,burst_end,burst_duration_days,total_activity,num_files (Change Size),file_modules (#Teams),total_num_issues,issues_opened,issues_closed,avg_res_time_hours,efficiency,issue_per_person (Team Load),activity_per_person,committing_users,commenting_users,total_actors,component_experience,tenure,structural_congruence_fct,mr_congruence_fct,users_to_coordinate
15,18,2013-08-29,2013-09-05,8,187,23,4,6,4,3,40.4423148148,0.6,1.2,20.7777777778,5,6,9,0.139130434783,419.8,0.9,0.1,"set(['alexandreabraham', 'fabianp', 'jaquesgrobler', 'eickenberg', 'pgervais'])"
16,19,2013-09-10,2013-09-19,10,126,27,4,8,4,6,108.180509259,1.2,1.6,21.0,5,6,6,0.281481481481,627.0,0.6,0.8,"set(['alexandreabraham', 'gaelvaroquaux', 'jaquesgrobler', 'pgervais', 'agramfort'])"
17,20,2013-10-11,2013-10-14,4,43,22,3,5,4,4,22.9104166667,1.33333333333,1.66666666667,8.6,3,5,5,0.030303030303,677.0,0.6666666666666666,0.6666666666666666,"set(['alexandreabraham', 'gaelvaroquaux', 'jaquesgrobler'])"
18,21,2013-10-25,2013-10-25,1,22,6,2,1,0,1,22.9577777778,1.0,1.0,7.33333333333,1,3,3,0.0,1019.0,NA,NA,['gaelvaroquaux']
19,22,2013-11-01,2013-11-06,6,92,15,3,12,5,8,92.3290625,2.0,3.0,10.2222222222,4,9,9,0.0,424.75,0.8333333333333334,0.8333333333333334,"set(['alexandreabraham', 'gaelvaroquaux', 'eickenberg', 'ronald.phlypo@inria.fr'])"
20,23,2013-11-13,2013-11-13,1,12,4,1,2,1,2,4.62055555556,1.0,1.0,3.0,2,4,4,0.0,307.5,1.0,0.0,"set(['alexandreabraham', 'ronald.phlypo@inria.fr'])"
21,24,2013-11-19,2013-11-22,4,57,18,4,11,9,9,22.9530864198,2.25,2.75,8.14285714286,4,7,7,0.111111111111,549.25,0.8333333333333334,0.6666666666666666,"set(['alexandreabraham', 'gaelvaroquaux', 'jaquesgrobler', 'ronald.phlypo@inria.fr'])"
22,26,2013-12-03,2013-12-13,11,205,20,5,6,5,2,161.155,0.333333333333,1.0,25.625,6,8,8,0.0333333333333,521.666666667,0.8,0.8,"set(['gaelvaroquaux', 'eickenberg', 'fabianp', 'alexandreabraham', 'mekman', 'ronald.phlypo@inria.fr'])"
23,27,2014-01-29,2014-02-04,7,159,30,4,13,8,9,50.1016975309,2.25,3.25,17.6666666667,4,9,9,0.0666666666667,416.0,0.6666666666666666,0.5,"set(['gvaroqua@drago.saclay.inria.fr', 'gaelvaroquaux', 'ronald.phlypo@inria.fr', 'virgilefritsch'])"
24,28,2014-02-11,2014-02-21,11,214,27,4,8,3,5,116.674333333,1.66666666667,2.66666666667,23.7777777778,3,9,9,0.0,469.333333333,0.0,0.6666666666666666,"set(['gaelvaroquaux', 'dohmatob', 'virgilefritsch'])"
25,29,2014-03-03,2014-03-06,4,27,8,3,3,2,1,84.9983333333,0.25,0.75,5.4,4,2,5,0.03125,258.5,0.6666666666666666,0.0,"set(['alexandreabraham', 'ys218403@is220245.(none)', 'eickenberg', 'virgilefritsch'])"
26,31,2014-03-19,2014-03-20,2,27,7,2,8,3,5,11.4736666667,1.25,2.0,5.4,4,5,5,0.0357142857143,529.0,0.3333333333333333,1.0,"set(['alexandreabraham', 'gaelvaroquaux', 'eickenberg', 'virgilefritsch'])"
27,32,2014-03-25,2014-04-04,11,137,13,2,11,5,7,119.185079365,1.4,2.2,15.2222222222,5,8,9,0.107692307692,471.6,0.5,0.5,"set(['alexandreabraham', 'gaelvaroquaux', 'ronald.phlypo@inria.fr', 'eickenberg', 'virgilefritsch'])"
28,33,2014-04-09,2014-04-17,9,110,22,3,5,5,0,0.0,0.0,1.66666666667,12.2222222222,3,9,9,0.0151515151515,499.333333333,0.3333333333333333,1.0,"set(['gaelvaroquaux', 'eickenberg', 'virgilefritsch'])"
29,34,2014-04-21,2014-04-24,4,101,16,3,4,1,3,31.2015740741,0.75,1.0,20.2,4,5,5,0.015625,564.0,0.3333333333333333,1.0,"set(['alexandreabraham', 'gaelvaroquaux', 'eickenberg', 'virgilefritsch'])"
30,35,2014-04-28,2014-04-28,1,11,6,2,4,3,3,6.92,1.5,2.0,2.75,2,4,4,0.0,414.0,0.0,1.0,"set(['alexandreabraham', 'virgilefritsch'])"
31,36,2014-05-16,2014-05-21,6,37,9,2,5,1,4,79.7081944444,1.33333333333,1.66666666667,5.28571428571,3,7,7,0.0,700.333333333,0.0,1.0,"set(['alexandreabraham', 'gaelvaroquaux', 'virgilefritsch'])"
32,37,2014-05-27,2014-05-29,3,14,3,1,3,2,2,39.4026388889,0.666666666667,1.0,2.8,3,4,5,0.0,579.666666667,0.3333333333333333,0.3333333333333333,"set(['gaelvaroquaux', 'bthirion', 'virgilefritsch'])"
33,38,2014-06-16,2014-06-19,4,270,43,4,11,10,7,9.27876984127,1.0,1.57142857143,30.0,7,7,9,0.0,417.857142857,0.6190476190476191,0.2857142857142857,"set(['chrisfilo', 'gaelvaroquaux', 'eickenberg', 'virgilefritsch', 'ys218403@is220245.(none)', 'dohmatob', 'schwarty'])"
34,39,2014-06-27,2014-07-03,7,216,62,4,8,6,3,72.0306481481,1.0,2.66666666667,16.6153846154,3,13,13,0.0,819.333333333,0.0,1.0,"set(['alexandreabraham', 'dohmatob', 'gaelvaroquaux'])"
35,40,2014-07-21,2014-07-22,2,23,1,1,1,1,0,0.0,0.0,0.5,3.28571428571,2,7,7,0.0,465.5,0.0,0.0,"set(['alexandreabraham', 'sb238920@is223297.intra.cea.fr'])"
36,43,2014-08-24,2014-08-27,4,25,41,5,1,0,1,16.7130555556,0.333333333333,0.333333333333,3.57142857143,3,5,7,0.0162601626016,634.0,0.3333333333333333,0.0,"set(['gaelvaroquaux', 'sb238920@is223297.intra.cea.fr', 'dohmatob'])"
37,44,2014-09-02,2014-09-03,2,19,2,1,1,1,1,0.0513888888889,0.333333333333,0.333333333333,6.33333333333,3,2,3,1.33333333333,608.0,0.0,0.0,"set(['dohmatob', 'gaelvaroquaux', 'lesteve'])"
38,45,2014-09-10,2014-09-17,8,163,54,6,21,11,13,103.711923077,3.25,5.25,27.1666666667,4,6,6,0.189814814815,687.25,0.16666666666666666,0.8333333333333334,"set(['alexandreabraham', 'dohmatob', 'gaelvaroquaux', 'lesteve'])"
39,46,2014-09-22,2014-10-02,11,217,53,5,12,9,7,112.076190476,1.4,2.4,31.0,5,7,7,0.343396226415,634.8,0.4,0.9,"set(['alexandreabraham', 'dohmatob', 'lesteve', 'gaelvaroquaux', 'banilo'])"
40,47,2014-10-06,2014-11-05,31,869,74,6,33,23,28,158.762371032,4.0,4.71428571429,86.9,7,10,10,0.266409266409,558.428571429,0.6190476190476191,0.7142857142857143,"set(['gaelvaroquaux', 'lesteve', 'alexandreabraham', 'titan-c', 'mekman', 'dohmatob', 'banilo'])"
41,48,2014-11-11,2014-11-14,4,74,16,4,9,6,7,29.6208333333,1.75,2.25,12.3333333333,4,6,6,1.734375,612.0,0.5,1.0,"set(['dohmatob', 'lesteve', 'gaelvaroquaux', 'banilo'])"
42,49,2014-11-19,2014-12-19,31,831,149,7,52,44,42,117.408306878,7.0,8.66666666667,75.5454545455,6,11,11,0.208053691275,673.166666667,0.5333333333333333,0.9333333333333333,"set(['gaelvaroquaux', 'lesteve', 'banilo', 'alexandreabraham', 'dohmatob', 'eickenberg'])"
43,50,2014-12-23,2014-12-23,1,1,0,0,1,1,0,0.0,0.0,1.0,0.25,1,4,4,0.0,447.0,NA,NA,['banilo']
44,51,2015-01-06,2015-01-22,17,442,64,5,40,32,23,91.3252898551,2.875,5.0,36.8333333333,8,11,12,0.302734375,816.571428571,0.4642857142857143,0.5,"set(['gaelvaroquaux', 'eickenberg', 'bcipolli@ucsd.edu', 'alexandreabraham', 'lesteve', 'agramfort', 'dohmatob', 'banilo'])"
45,52,2015-01-26,2015-03-30,64,2462,136,8,177,154,149,158.286370246,10.6428571429,12.6428571429,111.909090909,14,22,22,0.175945378151,519.545454545,0.6263736263736264,0.4725274725274725,"set(['gaelvaroquaux', 'bthirion', 'eickenberg', 'banilo', 'mehdi.rahim@cea.fr', 'bcipolli@ucsd.edu', 'alexandreabraham', 'titan-c', 'mrahim', 'kamalakerdadi', 'kshmelkov', 'dohmatob', 'salma@is223297.intra.cea.fr', 'lesteve'])"
46,53,2015-04-08,2015-04-24,17,334,80,5,40,24,34,100.538088235,3.4,4.0,22.2666666667,10,15,15,0.4775,793.5,0.6222222222222222,0.4444444444444444,"set(['gaelvaroquaux', 'bthirion', 'lesteve', 'fabianp', 'alexandreabraham', 'titan-c', 'sb238920@is223297.intra.cea.fr', 'agramfort', 'demianw', 'banilo'])"
47,54,2015-04-28,2015-05-14,17,415,42,3,37,24,30,148.329305556,3.33333333333,4.11111111111,24.4117647059,9,17,17,0.574074074074,706.333333333,0.4166666666666667,0.5555555555555556,"set(['gaelvaroquaux', 'banilo', 'agramfort', 'alexandreabraham', 'sb238920@is223297.intra.cea.fr', 'kamalakerdadi', 'dohmatob', 'demianw', 'lesteve'])"
48,55,2015-05-18,2015-05-26,9,56,9,3,8,6,3,13.9746296296,0.6,1.6,6.22222222222,5,9,9,0.0666666666667,724.6,0.4,0.7,"set(['alexandreabraham', 'titan-c', 'gaelvaroquaux', 'banilo', 'kamalakerdadi'])"
49,56,2015-06-01,2015-06-04,4,57,25,4,9,4,7,19.7104365079,1.75,2.25,6.33333333333,4,8,9,0.99,826.0,0.6666666666666666,0.5,"set(['alexandreabraham', 'titan-c', 'gaelvaroquaux', 'lesteve'])"
50,57,2015-06-08,2015-06-18,11,192,26,3,14,11,7,77.8398015873,1.16666666667,2.33333333333,19.2,6,10,10,0.814102564103,676.5,0.5333333333333333,0.8,"set(['gaelvaroquaux', 'lesteve', 'alexandreabraham', 'mrahim', 'kamalakerdadi', 'banilo'])"
51,58,2015-06-22,2015-07-31,40,2333,146,8,139,115,122,155.76261612,8.71428571429,9.92857142857,106.045454545,14,21,22,0.363992172211,437.071428571,0.5,0.6363636363636364,"set(['chrisfilo', 'mih', 'gaelvaroquaux', 'martinperez', 'lesteve', 'arthurmensch', 'ahoyosid', 'alexandreabraham', 'juhuntenburg', 'kamalakerdadi', 'amadeus.kanan@gmail.com', 'dohmatob', 'sb238920@is223297.intra.cea.fr', 'banilo'])"
52,59,2015-08-04,2015-08-06,3,70,19,3,8,6,5,5.03461111111,1.0,1.6,14.0,5,4,5,0.894736842105,684.8,0.16666666666666666,0.8333333333333334,"set(['alexandreabraham', 'gaelvaroquaux', 'lesteve', 'kamalakerdadi', 'amadeus.kanan@gmail.com'])"
53,60,2015-08-11,2015-08-11,1,7,1,1,1,1,1,5.50722222222,0.5,0.5,3.5,2,1,2,0.0,619.0,0.0,0.0,"set(['alexandreabraham', 'martinperez'])"
54,61,2015-08-17,2015-08-27,11,194,29,3,19,9,15,63.7819074074,3.75,4.75,19.4,4,10,10,1.24137931034,438.0,0.6666666666666666,0.8333333333333334,"set(['alexandreabraham', 'martinperez', 'lesteve', 'arthurmensch'])"
55,62,2015-09-03,2015-09-04,2,9,125,5,2,2,0,0.0,0.0,0.666666666667,1.5,3,5,6,0.0,765.0,1.0,0.3333333333333333,"set(['gaelvaroquaux', 'sb238920@is223297.intra.cea.fr', 'arthurmensch'])"
56,63,2015-09-08,2015-09-11,4,23,13,3,4,4,1,22.7855555556,0.25,1.0,3.28571428571,4,5,7,0.0192307692308,581.0,0.5,0.0,"set(['alexandreabraham', 'dohmatob', 'kamalakerdadi', 'arthurmensch'])"
57,65,2015-09-21,2015-09-22,2,13,6,2,3,1,3,29.3480555556,1.5,1.5,2.6,2,4,5,0.25,482.5,0.0,0.0,"set(['sb238920@is223297.intra.cea.fr', 'lesteve'])"
58,66,2015-09-29,2015-09-29,1,4,2,1,1,1,0,0.0,0.0,1.0,0.666666666667,1,6,6,0.0,194.0,NA,NA,['kamalakerdadi']
59,67,2015-10-05,2015-10-07,3,20,4,2,4,1,4,29.449375,1.0,1.0,2.22222222222,4,8,9,0.125,693.5,0.3333333333333333,0.3333333333333333,"set(['gaelvaroquaux', 'sb238920@is223297.intra.cea.fr', 'dimitripapadopoulos', 'kamalakerdadi'])"
60,68,2015-10-13,2015-10-23,11,222,34,5,20,15,11,98.2132828283,1.375,2.5,14.8,8,15,15,0.253676470588,636.142857143,0.6785714285714286,0.6785714285714286,"set(['aabadie', 'lesteve', 'gaelvaroquaux', 'alexandreabraham', 'titan-c', 'mrahim', 'kamalakerdadi', 'alexandre.abadie@therapixel.com'])"
61,69,2015-10-27,2015-12-20,55,2023,170,10,123,102,95,195.820070175,5.58823529412,7.23529411765,80.92,17,24,25,0.289619377163,571.133333333,0.5661764705882353,0.4852941176470588,"set(['ahoyosid', 'arokem', 'lesteve', 'ainafp', 'bcipolli@ucsd.edu', 'gaelvaroquaux', 'alexandreabraham', 'titan-c', 'bthirion', 'mrahim', 'arthurmensch', 'sb238920@is223297.intra.cea.fr', 'aabadie', 'dohmatob', 'kamalakerdadi', 'alexandre.abadie@therapixel.com', 'banilo'])"
62,70,2016-01-04,2016-01-21,18,327,165,8,39,25,27,133.224351852,3.0,4.33333333333,25.1538461538,9,13,13,0.354882154882,751.125,0.5555555555555556,0.6944444444444444,"set(['aabadie', 'salma1601', 'lesteve', 'bcipolli@ucsd.edu', 'gaelvaroquaux', 'alexandreabraham', 'mrahim', 'kamalakerdadi', 'banilo'])"
63,71,2016-01-26,2016-01-28,3,32,8,2,3,3,3,17.7260185185,0.6,0.6,4.57142857143,5,7,7,0.7,969.6,0.5,0.4,"set(['alexandreabraham', 'dohmatob', 'gaelvaroquaux', 'aabadie', 'lesteve'])"
64,72,2016-02-01,2016-03-03,32,1236,63,5,90,63,79,121.012485935,4.9375,5.625,58.8571428571,16,21,21,0.268849206349,586.928571429,0.5934065934065934,0.5494505494505495,"set(['shd339@gmail.com', 'aabadie', 'salma1601', 'martinperez', 'lesteve', 'gaelvaroquaux', 'abraham@drago.saclay.inria.fr', 'alexandreabraham', 'titan-c', 'juhuntenburg', 'franz.liem', 'arthurmensch', 'mjboos', 'dohmatob', 'kamalakerdadi', 'banilo'])"
65,73,2016-03-09,2016-03-10,2,34,5,2,4,2,2,32.5297222222,0.5,1.0,3.77777777778,4,8,9,1.55,603.5,0.6666666666666666,0.3333333333333333,"set(['alexandreabraham', 'aabadie', 'martinperez', 'lesteve'])"
66,74,2016-03-16,2016-03-23,8,94,12,3,9,7,4,61.4745833333,1.0,2.25,10.4444444444,4,8,9,0.104166666667,579.5,0.6666666666666666,0.5,"set(['naereen', 'aabadie', 'martinperez', 'gaelvaroquaux'])"
67,75,2016-03-29,2016-03-31,3,22,2,2,3,3,2,17.7523611111,0.666666666667,1.0,3.66666666667,3,6,6,0.0,946.666666667,0.0,0.6666666666666666,"set(['alexandreabraham', 'dohmatob', 'kamalakerdadi'])"
68,76,2016-04-07,2016-04-07,1,14,4,2,2,2,1,2.10305555556,1.0,2.0,2.33333333333,1,6,6,0.0,1914.0,NA,NA,['gaelvaroquaux']
69,77,2016-04-12,2016-04-19,8,63,16,2,11,11,5,16.8476666667,0.833333333333,1.83333333333,4.84615384615,6,11,13,0.0416666666667,587.0,0.7,0.4,"set(['ahoyosid', 'gaelvaroquaux', 'franz.liem', 'kamalakerdadi', 'aabadie', 'alexsavio'])"
70,78,2016-04-25,2016-04-27,3,24,7,2,1,0,1,34.9844444444,0.25,0.25,4.0,4,4,6,0.75,703.5,0.5,0.16666666666666666,"set(['alexandreabraham', 'martinperez', 'lesteve', 'kamalakerdadi'])"
71,79,2016-05-09,2016-05-09,1,2,1,1,1,1,0,0.0,0.0,1.0,0.666666666667,1,3,3,0.0,417.0,NA,NA,['kamalakerdadi']
72,80,2016-05-19,2016-05-27,9,98,34,2,12,6,8,68.6564236111,1.33333333333,2.0,8.16666666667,6,10,12,0.0735294117647,946.833333333,0.6,0.4,"set(['gaelvaroquaux', 'bthirion', 'martinperez', 'kamalakerdadi', 'alexandreabraham', 'arthurmensch'])"
73,81,2016-06-07,2016-06-16,10,403,75,4,45,21,39,46.9988888889,6.5,7.5,21.2105263158,6,18,19,0.584444444444,873.833333333,0.4,0.6666666666666666,"set(['ahoyosid', 'lesteve', 'gaelvaroquaux', 'aabadie', 'alexandreabraham', 'kamalakerdadi'])"
74,82,2016-06-20,2016-06-24,5,61,21,4,11,10,3,38.9255555556,0.428571428571,1.57142857143,4.35714285714,7,13,14,0.428571428571,1009.5,0.6,0.4,"set(['shd339@gmail.com', 'gaelvaroquaux', 'martinperez', 'ahoyosid', 'alexandreabraham', 'dohmatob', 'alexsavio'])"
75,83,2016-06-28,2016-07-21,24,236,49,5,36,19,32,242.7778125,2.90909090909,3.27272727273,12.4210526316,11,18,19,0.504638218924,793.5,0.6181818181818182,0.43636363636363634,"set(['gaelvaroquaux', 'salma1601', 'martinperez', 'lesteve', 'miykael', 'ahoyosid', 'alexandreabraham', 'juhuntenburg', 'kamalakerdadi', 'dohmatob', 'joaoloula'])"
76,84,2016-07-27,2016-07-28,2,6,100,4,1,0,1,9.32083333333,0.5,0.5,1.5,2,3,4,0.0,837.0,0.0,0.0,"set(['alexandreabraham', 'jeromedockes'])"
77,85,2016-08-02,2016-08-19,18,323,51,5,46,42,32,55.9121440972,3.55555555556,5.11111111111,23.0714285714,9,14,14,0.117647058824,814.333333333,0.5277777777777778,0.4444444444444444,"set(['gaelvaroquaux', 'salma1601', 'dillonplunkett', 'ahoyosid', 'alexandreabraham', 'titan-c', 'bthirion', 'kamalakerdadi', 'jeromedockes'])"
78,86,2016-08-25,2016-08-26,2,7,36,3,2,1,1,1.64361111111,0.333333333333,0.666666666667,1.4,3,4,5,0.0925925925926,995.666666667,0.0,0.3333333333333333,"set(['gaelvaroquaux', 'ahoyosid', 'kamalakerdadi'])"
79,87,2016-08-30,2016-09-01,3,17,50,3,7,2,6,46.8279166667,2.0,2.33333333333,2.83333333333,3,6,6,0.0,1397.0,0.0,1.0,"set(['alexandreabraham', 'gaelvaroquaux', 'kamalakerdadi'])"
80,88,2016-09-06,2016-09-08,3,24,9,2,8,6,3,26.0896296296,0.6,1.6,2.66666666667,5,9,9,0.355555555556,838.8,0.6666666666666666,0.6666666666666666,"set(['alexandreabraham', 'titan-c', 'aabadie', 'salma1601', 'lesteve'])"
81,89,2016-09-12,2016-10-07,26,269,43,4,35,28,23,114.366074879,1.76923076923,2.69230769231,14.1578947368,13,18,19,0.0518783542039,612.153846154,0.7692307692307693,0.2948717948717949,"set(['aabadie', 'salma1601', 'erramuzpe', 'arthurmensch', 'juhuntenburg', 'gaelvaroquaux', 'alexandreabraham', 'jehane', 'kamalakerdadi', 'akinikolaidis', 'alexsavio', 'ahoyosid', 'joaoloula'])"
82,90,2016-10-17,2016-10-20,4,6,8,1,4,2,2,93.9166666667,0.666666666667,1.33333333333,0.75,3,6,8,0.0,1090.33333333,1.0,0.0,"set(['gaelvaroquaux', 'eickenberg', 'erramuzpe'])"
83,91,2016-10-24,2016-10-26,3,41,25,3,6,3,3,44.9937962963,1.0,2.0,6.83333333333,3,6,6,0.0,791.0,0.6666666666666666,0.6666666666666666,"set(['alexandreabraham', 'kamalakerdadi', 'joaoloula'])"
84,92,2016-10-31,2016-11-04,5,46,9,2,10,3,10,36.2016111111,2.5,2.5,7.66666666667,4,6,6,0.0,1131.25,0.5,0.8333333333333334,"set(['alexandreabraham', 'gaelvaroquaux', 'kamalakerdadi', 'joaoloula'])"
85,93,2016-11-14,2016-11-14,1,4,78,5,2,1,1,10.94,1.0,2.0,1.0,1,3,4,0.0,220.0,NA,NA,['jeromedockes']
86,95,2016-12-04,2016-12-11,8,61,9,3,11,9,7,19.4579761905,1.4,2.2,4.35714285714,5,14,14,0.0888888888889,898.25,0.9,0.4,"set(['htygithub', 'ahoyosid', 'gaelvaroquaux', 'xgrg', 'alexsavio'])"
87,96,2016-12-17,2016-12-22,6,95,18,3,6,4,4,37.4505555556,2.0,3.0,13.5714285714,2,7,7,0.0833333333333,1348.5,0.0,1.0,"set(['ahoyosid', 'gaelvaroquaux'])"
88,98,2017-01-09,2017-01-13,5,36,12,2,4,3,2,74.285,0.5,1.0,7.2,4,4,5,0.166666666667,999.25,0.6666666666666666,0.3333333333333333,"set(['gaelvaroquaux', 'juhuntenburg', 'souravsingh', 'kamalakerdadi'])"
89,99,2017-01-19,2017-01-27,9,171,47,7,15,10,12,22.0487962963,1.2,1.5,10.6875,10,12,16,0.212765957447,949.3,0.5111111111111111,0.2,"set(['ahoyosid', 'bthirion', 'gaelvaroquaux', 'alexandreabraham', 'titan-c', 'juhuntenburg', 'kamalakerdadi', 'jeromedockes', 'darya-chyzhyk', 'alexsavio'])"
90,100,2017-02-02,2017-02-03,2,38,14,4,2,1,1,30.0405555556,0.333333333333,0.666666666667,6.33333333333,3,3,6,0.666666666667,915.666666667,0.6666666666666666,0.0,"set(['alexandreabraham', 'jeromedockes', 'juhuntenburg'])"
91,101,2017-02-08,2017-02-08,1,7,5,1,2,0,2,6.74222222222,1.0,1.0,1.75,2,3,4,0.0,1197.0,1.0,0.0,"set(['gaelvaroquaux', 'darya-chyzhyk'])"
92,102,2017-02-14,2017-03-07,22,604,109,7,44,24,41,173.992140921,2.5625,2.75,24.16,16,24,25,0.239105504587,852.571428571,0.680672268907563,0.24369747899159663,"set(['ahoyosid', 'salma1601', 'mrahim', 'gaelvaroquaux', 'simon.richard.steinkamp@uni-oldenburg.de', 'alexandreabraham', 'moritz.boos@uni-oldenburg.de', 'juhuntenburg', 'arthurmensch', 'souravsingh', 'jeromedockes', 'dohmatob', 'kamalakerdadi', 'akshayah3', 'darya-chyzhyk', 'alexsavio'])"
93,103,2017-03-13,2017-03-16,4,12,6,2,2,1,2,41.0798611111,0.666666666667,0.666666666667,3.0,3,3,4,0.0,995.666666667,0.6666666666666666,0.3333333333333333,"set(['gaelvaroquaux', 'simon steinkamp', 'kamalakerdadi'])"
94,104,2017-03-21,2017-03-24,4,21,3,2,2,2,0,0.0,0.0,0.5,4.2,4,3,5,0.833333333333,456.333333333,0.6666666666666666,0.0,"set(['johngriffiths', 'ahoyosid', 'akshayah3', 'kamalakerdadi'])"
95,106,2017-04-03,2017-04-11,9,151,9,2,11,11,4,21.641875,0.666666666667,1.83333333333,16.7777777778,6,7,9,0.425925925926,551.4,0.8666666666666667,0.26666666666666666,"set(['sylvainlan', 'ahoyosid', 'salma1601', 'kamalakerdadi', 'sylvain@dhcp-147-251.via.ecp.fr', 'jeromedockes'])"
96,107,2017-04-24,2017-04-25,2,9,0,0,1,0,1,35.8911111111,0.333333333333,0.333333333333,1.5,3,4,6,0.0,808.0,NA,NA,"['ahoyosid', 'salma1601', 'kamalakerdadi']"
97,108,2017-05-06,2017-05-06,1,4,2,1,1,1,0,0.0,0.0,0.5,0.666666666667,2,5,6,0.0,719.0,0.0,0.0,"set(['ahoyosid', 'kamalakerdadi'])"
98,109,2017-05-23,2017-05-23,1,13,8,1,3,0,3,9.89074074074,1.5,1.5,2.6,2,5,5,0.0,1560.5,0.0,1.0,"set(['gaelvaroquaux', 'kamalakerdadi'])"
99,110,2017-05-29,2017-05-30,2,40,4,1,5,1,5,28.8113888889,1.66666666667,1.66666666667,6.66666666667,3,5,6,0.0,1392.66666667,0.6666666666666666,0.3333333333333333,"set(['gaelvaroquaux', 'salma1601', 'kamalakerdadi'])"
100,111,2017-06-12,2017-06-15,4,23,14,4,7,2,6,87.2561111111,2.0,2.33333333333,2.55555555556,3,9,9,0.0,1257.0,0.6666666666666666,1.0,"set(['gaelvaroquaux', 'thechymera', 'kamalakerdadi'])"
101,112,2017-06-19,2017-06-26,8,110,37,3,18,11,18,47.8650617284,3.6,3.6,9.16666666667,5,12,12,0.0,985.4,0.7,0.6,"set(['gaelvaroquaux', 'alpinho', 'yarikoptic', 'kamalakerdadi', 'sfvndtu'])"
102,114,2017-07-26,2017-07-30,5,78,17,3,8,6,7,42.2294047619,1.16666666667,1.33333333333,8.66666666667,6,9,9,0.078431372549,951.5,0.8666666666666667,0.4666666666666667,"set(['meghana.madhyastha@inria.fr', 'gaelvaroquaux', 'kamalakerdadi', 'moritz.boos@uni-oldenburg.de', 'njchiang', 'kingjr'])"
103,115,2017-08-18,2017-08-24,7,41,14,3,8,6,5,69.6983333333,1.66666666667,2.66666666667,8.2,3,5,5,0.0,1381.33333333,0.6666666666666666,1.0,"set(['gaelvaroquaux', 'larsoner', 'kamalakerdadi'])"
