,burst_id,burst_start,burst_end,burst_duration_days,total_activity,num_files (Change Size),file_modules (#Teams),total_num_issues,issues_opened,issues_closed,avg_res_time_hours,efficiency,issue_per_person (Team Load),activity_per_person,committing_users,commenting_users,total_actors,component_experience,tenure,structural_congruence_fct,mr_congruence_fct,users_to_coordinate
17,18,2013-07-03,2013-07-03,1,6,7,1,3,3,0,0.0,0.0,3.0,3.0,1,2,2,0.0,222.0,NA,NA,['lepture']
18,19,2013-07-09,2013-07-09,1,8,5,3,5,3,3,11.8990740741,1.5,2.5,2.66666666667,2,3,3,0.9,383.5,1.0,1.0,"set(['ib-lundgren', 'lepture'])"
19,20,2013-07-19,2013-07-22,4,12,3,1,1,1,0,0.0,0.0,0.5,4.0,2,3,3,0.0,5.0,1.0,1.0,"set(['kdazzle', 'kyle@gumstix.com'])"
20,21,2013-08-03,2013-08-03,1,3,18,3,3,0,3,18.942962963,3.0,3.0,0.6,1,5,5,0.0,564.0,NA,NA,['ib-lundgren']
21,22,2013-09-17,2013-09-21,5,32,20,4,9,4,7,42.5890079365,3.5,4.5,8.0,2,4,4,0.825,613.0,1.0,1.0,"set(['ib-lundgren', 'masci@evonove.it'])"
22,23,2013-10-12,2013-10-12,1,4,5,2,1,1,0,0.0,0.0,1.0,2.0,1,2,2,0.0,323.0,NA,NA,['lepture']
23,24,2013-11-10,2013-11-10,1,3,6,3,4,0,4,22.9021527778,4.0,4.0,0.75,1,4,4,0.0,663.0,NA,NA,['ib-lundgren']
24,26,2014-04-18,2014-04-18,1,4,33,3,4,0,4,14.7226388889,4.0,4.0,1.33333333333,1,3,3,0.0,822.0,NA,NA,['ib-lundgren']
25,27,2014-09-12,2014-09-12,1,4,6,3,2,1,2,10.0343055556,1.0,1.0,1.33333333333,2,3,3,1.16666666667,969.0,1.0,1.0,"set(['singingwolfboy', 'ib-lundgren'])"
26,28,2014-09-18,2014-09-18,1,2,0,0,4,2,2,14.3134722222,2.0,4.0,0.666666666667,1,3,3,0.0,5.0,NA,NA,['singingwolfboy']
27,29,2014-09-22,2014-09-24,3,17,38,4,5,0,5,34.2361111111,2.5,2.5,4.25,2,4,4,1.39473684211,493.5,1.0,1.0,"set(['whit537', 'ib-lundgren'])"
28,30,2014-09-29,2014-09-29,1,10,2,1,2,2,0,0.0,0.0,1.0,3.33333333333,2,2,3,0.0,0.0,0.0,0.0,"set(['garciasolero', 'dmuller@guidebook.com'])"
29,31,2014-10-05,2014-10-05,1,2,12,3,1,1,0,0.0,0.0,1.0,0.666666666667,1,3,3,0.0,22.0,NA,NA,['singingwolfboy']
30,32,2014-10-23,2014-10-23,1,10,15,4,5,0,5,18.7045,5.0,5.0,2.0,1,5,5,0.0,1010.0,NA,NA,['ib-lundgren']
31,33,2014-10-27,2014-10-27,1,6,2,2,4,2,3,11.0558333333,1.5,2.0,1.0,2,6,6,3.5,508.0,0.0,0.0,"set(['garcianavalon', 'ib-lundgren'])"
32,34,2015-02-27,2015-02-27,1,11,3,2,4,4,0,0.0,0.0,2.0,1.57142857143,2,7,7,0.0,0.0,1.0,0.0,"set(['josephtate', 'djmitche'])"
33,35,2015-03-17,2015-03-17,1,3,0,0,3,3,0,0.0,0.0,1.5,0.375,2,8,8,0.0,476.0,NA,NA,"['wiliamsouza', 'tilgovi']"
34,36,2015-04-02,2015-04-02,1,7,4,3,7,0,7,11.453531746,7.0,7.0,0.777777777778,1,9,9,0.0,1171.0,NA,NA,['ib-lundgren']
35,37,2015-05-23,2015-05-23,1,3,3,2,5,0,5,17.6381666667,5.0,5.0,0.375,1,8,8,0.0,1222.0,NA,NA,['ib-lundgren']
36,38,2015-07-01,2015-07-02,2,39,16,4,15,5,13,12.5798931624,3.25,3.75,3.54545454545,4,11,11,1.640625,631.5,1.0,0.6666666666666666,"set(['myyang', 'ib-lundgren', 'thedrow', 'lepture'])"
37,39,2015-07-19,2015-07-19,1,12,6,3,11,2,11,7.47535353535,11.0,11.0,0.8,1,15,15,0.0,328.0,NA,NA,['thedrow']
38,40,2015-08-16,2015-08-16,1,3,8,2,7,0,7,12.1457142857,7.0,7.0,0.75,1,4,4,0.0,356.0,NA,NA,['thedrow']
39,41,2015-11-01,2015-11-01,1,1,0,0,1,0,1,14.7538888889,1.0,1.0,0.5,1,2,2,0.0,433.0,NA,NA,['thedrow']
40,42,2016-03-14,2016-03-14,1,2,3,2,4,0,4,11.306875,4.0,4.0,0.666666666667,1,3,3,0.0,567.0,NA,NA,['thedrow']
41,43,2016-04-20,2016-04-21,2,16,3,1,2,1,1,8.49055555556,0.5,1.0,3.2,2,5,5,1.5,304.5,1.0,1.0,"set(['joelstevenson', 'thedrow'])"
42,46,2016-05-18,2016-05-18,1,1,1,1,2,0,2,8.33652777778,2.0,2.0,0.5,1,2,2,0.0,632.0,NA,NA,['thedrow']
43,48,2016-11-24,2016-11-24,1,3,2,2,8,0,8,15.8939583333,8.0,8.0,0.75,1,4,4,0.0,822.0,NA,NA,['thedrow']
44,49,2016-12-06,2016-12-07,2,20,3,3,4,2,3,9.34907407407,1.5,2.0,6.66666666667,2,3,3,0.0,835.0,1.0,1.0,"set(['kippandrew', 'thedrow'])"
45,50,2016-12-20,2016-12-20,1,8,3,1,1,1,0,0.0,0.0,1.0,4.0,1,2,2,0.0,523.0,NA,NA,['bjmc']
46,52,2017-03-29,2017-03-31,3,28,7,3,8,1,8,54.9359375,4.0,4.0,2.54545454545,2,11,11,0.785714285714,475.0,1.0,1.0,"set(['orenmazor', 'thedrow'])"
47,53,2017-07-30,2017-07-30,1,8,7,2,6,0,6,6.82050925926,3.0,3.0,2.0,2,4,4,0.5,973.5,1.0,1.0,"set(['skion', 'thedrow'])"
48,54,2017-09-18,2017-09-19,2,5,3,1,1,0,1,7.96722222222,0.5,0.5,1.66666666667,2,3,3,0.333333333333,1439.5,1.0,1.0,"set(['wiliamsouza', 'thedrow'])"
49,55,2017-09-24,2017-09-24,1,1,1,1,1,0,1,13.0169444444,1.0,1.0,0.333333333333,1,3,3,0.0,1126.0,NA,NA,['thedrow']
50,58,2017-10-27,2017-10-27,1,6,0,0,5,2,4,10.8465972222,2.0,2.5,1.5,2,4,4,0.0,411.5,NA,NA,"['jdufresne', 'viktorhaag']"
