"rectype","issueid","project_owner","project_name","actor","time","text","action","title","provenance","paths","plus_1","urls","issues","userref","code"
"commit_messages","","aio-libs","aioredis","hubo1016","2017-05-03 12:02:52","Do not return a connection with pending requests to the pool (#210)

* Close a connection with pending requests

A redis connection cannot return to a pool if it has pending requests, especially commands like ""BLPOP/BRPOP"". The command may block for an indefinite time, and stops the following commands from executing if the connection is acquired from the pool. Also, because the command is still executing, the BRPOP command may pop an item and drop it which creates bugs which are very hard to debug.

* test closing connection with pending requests

* fix test

* bug fix: use loop in input

* bug fix: parameters

* format","05784ac1c715d2b0cbd520df739b0bcad74a71f3","","api.github.com,git_clone","[u'(unknown)']","False","[]","[{u'raw': u'#210', u'refstyle': u'#d', u'parts': [u'aio-libs', u'aioredis', u'210', u'']}]","[]","[]"
"commit_messages","","aio-libs","aioredis","popravich","2017-09-28 19:22:33","add tests for closing idle connections","059c74f907fdc39e3f4fbc62bfeea9edc47416d3","","api.github.com,git_clone","[u'(unknown)']","False","[]","[]","[]","[]"
"commit_messages","","aio-libs","aioredis","taras.voinarovskiy@levelupers.com","2014-12-04 13:04:18","Fixed: zscore breaks if member does not exist","059d24c27f0c668122743e72274d2a073156051d","","api.github.com,git_clone","[u'[""aioredis/commands/sorted_set.py"", ""tests/sorted_set_commands_test.py""]']","False","[]","[]","[]","[]"
"commit_messages","","aio-libs","aioredis","popravich","2017-05-11 14:29:03","Merge pull request #222 from aio-libs/tests

Updates to tests","05e6f92a18e6bedb66d628f95d983c447920b1a5","","api.github.com,git_clone","[u'(unknown)']","False","[]","[{u'raw': u'#222', u'refstyle': u'#d', u'parts': [u'aio-libs', u'aioredis', u'222', u'']}]","[]","[]"
"commit_messages","","aio-libs","aioredis","popravich","2014-05-29 10:40:21","execute made coroutine","069ca2e289adb3d32dea6b8f9a4f1b98ede7e5f3","","api.github.com,git_clone","[u'[""aioredis/util.py"", ""aioredis/connection.py""]']","False","[]","[]","[]","[]"
"commit_messages","","aio-libs","aioredis","popravich","2015-06-16 08:14:53","Merge pull request #65 from aio-libs/logging

logger added","06c38419a2c432e1500638eac35ca1fe72f19b31","","api.github.com,git_clone","[u'[""aioredis/connection.py"", ""aioredis/log.py"", ""aioredis/pool.py""]']","False","[]","[{u'raw': u'#65', u'refstyle': u'#d', u'parts': [u'aio-libs', u'aioredis', u'65', u'']}]","[]","[]"
"commit_messages","","aio-libs","aioredis","popravich","2016-08-22 14:00:27","update spelling words list","0718314e465f50c51f863cfcbae5c3925e0319c3","","api.github.com,git_clone","[u'[""docs/spelling_wordlist.txt""]']","False","[]","[]","[]","[]"
"commit_messages","","aio-libs","aioredis","popravich","2015-11-18 10:55:47","example fix","076fbef5657acdf063a8318fb2f1cf1ee1125ce7","","api.github.com,git_clone","[u'[""examples/pool_pubsub.py""]']","False","[]","[]","[]","[]"
"commit_messages","","aio-libs","aioredis","Ins1ne","2015-02-24 20:56:27","pep8 fixes","085c35bbd7ca1a60f486394b6fb729738574f205","","api.github.com,git_clone","[u'[""aioredis/util.py"", ""aioredis/commands/sorted_set.py""]']","False","[]","[]","[]","[]"
"commit_messages","","aio-libs","aioredis","popravich","2017-05-05 08:47:47","another attempt to stabilize tests","08d7a5d16b3ffdcbb5ca876cc9926c094bf401eb","","api.github.com,git_clone","[u'(unknown)']","False","[]","[]","[]","[]"
"commit_messages","","aio-libs","aioredis","popravich","2017-05-03 12:20:17","update .travis.yml: switch to trusty","091724fd9b83454e38e195fdf4f0c3eee461bb54","","api.github.com,git_clone","[u'(unknown)']","False","[]","[]","[]","[]"
"commit_messages","","aio-libs","aioredis","popravich","2014-07-08 07:07:06","few fixes in list commands and tests","09193a0963373794e516a8a4b4dd28da82024ad9","","api.github.com,git_clone","[u'[""aioredis/commands/list.py"", ""tests/list_commands_test.py""]']","False","[]","[]","[]","[]"
"commit_messages","","aio-libs","aioredis","popravich","2017-01-06 15:12:30","Merge pull request #179 from aio-libs/geo_ench

Few enhancements to Geo commands","0924b817cd33f9e731f994df1225e530c868240a","","api.github.com,git_clone","[u'[""docs/spelling_wordlist.txt"", ""aioredis/commands/__init__.py"", ""aioredis/commands/geo.py"", ""tests/geo_commands_test.py"", ""aioredis/__init__.py"", ""docs/mixins.rst""]']","False","[]","[{u'raw': u'#179', u'refstyle': u'#d', u'parts': [u'aio-libs', u'aioredis', u'179', u'']}]","[]","[]"
"commit_messages","","aio-libs","aioredis","popravich","2015-07-07 09:18:01","scan example updated to be skipped for redis 2.6 on travis","09a60e1970bf854f5dc1d9a346e396d522f25111","","api.github.com,git_clone","[u'[""examples/scan.py""]']","False","[]","[]","[]","[]"
"commit_messages","","aio-libs","aioredis","popravich","2017-01-17 10:06:59","update CONTRIBUTORS.txt","09ed3026ebcdca4759d39574b9cf3b52c8b3dd07","","api.github.com,git_clone","[u'[""CONTRIBUTORS.txt""]']","False","[]","[]","[]","[]"
"commit_messages","","aio-libs","aioredis","popravich","2014-07-04 07:41:20","small transactions update","0a8c3190ecfedd5cfc8a42a47b0e3eac9e1ac2a7","","api.github.com,git_clone","[u'[""aioredis/commands/transaction.py""]']","False","[]","[]","[]","[]"
"commit_messages","","aio-libs","aioredis","popravich","2017-01-17 10:26:42","add few tests for generic commands","0ab070f75b0318f002d77aadd62e61e77e2cf546","","api.github.com,git_clone","[u'[""aioredis/commands/generic.py"", ""tests/generic_commands_test.py""]']","False","[]","[]","[]","[]"
"commit_messages","","aio-libs","aioredis","popravich","2016-02-29 10:21:45",".travis.yml updated","0b24337f776f778078704601eb30a6c9b525c71f","","api.github.com,git_clone","[u'[""tests/sentinel_test.py"", ""tests/sentinel_pubsub_commands_test.py""]']","False","[]","[]","[]","[]"
"commit_messages","","aio-libs","aioredis","pfreixes","2017-06-21 06:46:50","#231 Patch for the cpython issue with Lock bpo-27585 (#241)

* #231 Patch for the cpython issue with Lock

* Make Lock compatible with 3.3 and 3.4

* Changed test to make it compatible with python 3.3 version

* Flake8 issue

* Increase coverage by reducing scope, test just the bugfix for 3.6

* One unique version of Lock.acquire function

* Use create_future provided by aioredis","0c4c04c2bcffb7aa93310d26baa8ab0050b1baa5","","api.github.com,git_clone","[u'(unknown)']","False","[]","[{u'raw': u'#231', u'refstyle': u'#d', u'parts': [u'aio-libs', u'aioredis', u'231', u'']}, {u'raw': u'#241', u'refstyle': u'#d', u'parts': [u'aio-libs', u'aioredis', u'241', u'']}]","[]","[]"
"commit_messages","","aio-libs","aioredis","popravich","2016-03-28 11:11:37","more stable task_cancellation_test","0c6491260550320b0a36d892355c7d7a6a3db467","","api.github.com,git_clone","[u'[""tests/task_cancellation_test.py""]']","False","[]","[]","[]","[]"
"commit_messages","","aio-libs","aioredis","pfreixes","2017-06-07 15:30:23","Fixed flake8 issues","0c9e882d01faae8706143a9482e69a954f9b224c","","api.github.com,git_clone","[u'(unknown)']","False","[]","[]","[]","[]"
"commit_messages","","aio-libs","aioredis","popravich","2015-06-02 08:45:41","pubsub commands + tests","0cf66d6e1238ac19fc79167633a73544757bfd7a","","api.github.com,git_clone","[u'[""aioredis/util.py"", ""aioredis/connection.py"", ""tests/pubsub_commands_test.py"", ""tests/connection_test.py"", ""aioredis/commands/pubsub.py""]']","False","[]","[]","[]","[]"
"commit_messages","","aio-libs","aioredis","popravich","2014-06-02 19:43:19","one more pool test","0d63bf3ef2904b8baa415cf2429aba439cc3895b","","api.github.com,git_clone","[u'[""tests/pool_test.py"", ""aioredis/pool.py""]']","False","[]","[]","[]","[]"
"commit_messages","","aio-libs","aioredis","popravich","2016-06-03 08:44:52","docs updated","0da4f3cca09ce827db325f3dba4a6083e771645f","","api.github.com,git_clone","[u'[""docs/api_reference.rst"", ""aioredis/pool.py""]']","False","[]","[]","[]","[]"
"commit_messages","","aio-libs","aioredis","popravich","2016-05-29 09:53:55","fix typo in .travis.yml","0df92abc40738ac257e55153ce872996cb6c4c34","","api.github.com,git_clone","[u'["".travis.yml""]']","False","[]","[]","[]","[]"
"commit_messages","","aio-libs","aioredis","popravich","2016-11-07 12:44:12","enable python3.6 travis builds","0e1e7ebca60f85f6f7b8a275ef449fbcbfd6c084","","api.github.com,git_clone","[u'["".travis.yml""]']","False","[]","[]","[]","[]"
"commit_messages","","aio-libs","aioredis","popravich","2015-04-20 07:49:19",".travis.yml: temporarly disable new redis repo","0e34e0bb35e8476166b47382fb7117c13598eebe","","api.github.com,git_clone","[u'["".travis.yml""]']","False","[]","[]","[]","[]"
"commit_messages","","aio-libs","aioredis","popravich","2014-07-07 07:52:30","docs updated; version bumped","0e6ecf256a54430be5b8038ff10bdc0585d5b543","","api.github.com,git_clone","[u'[""docs/index.rst"", ""docs/releases.rst"", ""aioredis/__init__.py"", ""CHANGES.txt"", ""docs/conf.py""]']","False","[]","[]","[]","[]"
"commit_messages","","aio-libs","aioredis","popravich","2015-03-29 20:13:15","pep8 fix","0e991f9f2b4d5176f394913feb6a0b528f0c8a40","","api.github.com,git_clone","[u'[""aioredis/connection.py""]']","False","[]","[]","[]","[]"
"commit_messages","","aio-libs","aioredis","popravich","2014-07-31 07:49:51","version bumped","0ec3d637638f0cf2fc32c0c48f5dd8265d96c4ab","","api.github.com,git_clone","[u'[""aioredis/__init__.py"", ""CHANGES.txt"", ""docs/conf.py""]']","False","[]","[]","[]","[]"
"commit_messages","","aio-libs","aioredis","popravich","2017-06-21 19:25:05","update dependencies (#253)

* Update sphinx from 1.5.6 to 1.6.2

* Update pytest-xdist from 1.16.0 to 1.17.1

* Update pytest from 3.1.0 to 3.1.2

* update spelling wordlist","0f73783b8145616a297f11e842ebafaff8b429e9","","api.github.com,git_clone","[u'(unknown)']","False","[]","[{u'raw': u'#253', u'refstyle': u'#d', u'parts': [u'aio-libs', u'aioredis', u'253', u'']}]","[]","[]"
"commit_messages","","aio-libs","aioredis","me@cynecx.net","2016-08-19 20:17:38","Use pytest.raises instead of try/except construct","10756dfa46d46f796a4cb5b03d2b3ad0356903a6","","api.github.com,git_clone","[u'[""tests/pool_test.py""]']","False","[]","[]","[]","[]"
"commit_messages","","aio-libs","aioredis","popravich","2014-07-31 08:00:31","Makefile updated","110eb06d2c9ef284700b3933a5852efd06d265ac","","api.github.com,git_clone","[u'[""Makefile""]']","False","[]","[]","[]","[]"
"commit_messages","","aio-libs","aioredis","popravich","2015-10-09 15:22:25","Merge pull request #85 from aio-libs/pep492

Pep492","1143cd791a714e21c0959f33c61f5d737e120e89","","api.github.com,git_clone","[u'[""tests/pool_test.py"", ""aioredis/pool.py""]']","False","[]","[{u'raw': u'#85', u'refstyle': u'#d', u'parts': [u'aio-libs', u'aioredis', u'85', u'']}]","[]","[]"
"commit_messages","","aio-libs","aioredis","popravich","2016-03-30 08:24:29","CONTRIBUTORS.txt updated","11a08ac1aea2bdf983600d8187ec49bae6da4f36","","api.github.com,git_clone","[u'[""CONTRIBUTORS.txt""]']","False","[]","[]","[]","[]"
"commit_messages","","aio-libs","aioredis","popravich","2015-06-02 13:43:43","pub/sub docs + example","11a5d760ee23f3b5dc1ac75431d35352a777bac7","","api.github.com,git_clone","[u'[""docs/api_reference.rst"", ""aioredis/__init__.py"", ""aioredis/util.py"", ""aioredis/connection.py"", ""docs/examples.rst"", ""tests/connection_test.py"", ""docs/mixins.rst"", ""aioredis/commands/pubsub.py"", ""examples/pubsub.py"", ""docs/start.rst""]']","False","[]","[]","[]","[]"
"commit_messages","","aio-libs","aioredis","popravich","2017-01-10 14:24:36","Update some docs and docstrings; rename pubsub.Listener to Receiver;","11da2445738dbfb0343ec826b4a95387f56fa87c","","api.github.com,git_clone","[u'[""docs/api_reference.rst""]']","False","[]","[]","[]","[]"
"commit_messages","","aio-libs","aioredis","popravich","2017-06-30 07:35:50","typo in changes.txt fixed","11e6524f4a68e9ee0a0ca4206ae96dcc3f46837b","","api.github.com,git_clone","[u'(unknown)']","False","[]","[]","[]","[]"
"commit_messages","","aio-libs","aioredis","popravich","2014-10-08 09:24:58","Merge branch '2.6-tests-support'
Closes #50","12109c655b8a02d3bec4e3b32dcb6407287a0f6d","","api.github.com,git_clone","[u'[""tests/hyperloglog_commands_test.py"", ""tests/set_commands_test.py"", ""Makefile"", ""tests/sorted_set_commands_test.py"", ""tests/generic_commands_test.py"", "".travis.yml"", ""tests/hash_commands_test.py"", ""tests/_testutil.py"", ""tests/string_commands_test.py""]']","False","[]","[{u'raw': u'#50', u'refstyle': u'#d', u'parts': [u'aio-libs', u'aioredis', u'50', u'']}]","[]","[]"
"commit_messages","","aio-libs","aioredis","tailhook","2014-11-05 14:16:43","Implement auto-reconnecting redis connection","1218ee0baea6391626d67e337c6dc194fea6ac79","","api.github.com,git_clone","[u'[""aioredis/commands/__init__.py"", ""tests/reconnect_test.py"", ""aioredis/__init__.py""]']","False","[]","[]","[]","[]"
"commit_messages","","aio-libs","aioredis","popravich","2016-06-22 10:38:12","drop reconnecting_test; a bits of tests cleanup","121f187efd2112fe7de5016b096a8ba30afd14b6","","api.github.com,git_clone","[u'[""tests/reconnect_test.py"", ""tests/hash_commands_test.py"", ""tests/connection_test.py"", ""tests/set_commands_test.py""]']","False","[]","[]","[]","[]"
"commit_messages","","aio-libs","aioredis","pyup-bot","2017-05-22 22:22:46","Update pytest from 3.0.7 to 3.1.0","124178eaa3e491d9b807547ab4460fb9b4ff4c79","","api.github.com,git_clone","[u'(unknown)']","False","[]","[]","[]","[]"
"commit_messages","","aio-libs","aioredis","honzasp","2017-10-09 13:07:46","Use call_soon() when closing in conn._read_data()

Addresses issue #292","12da31a1bab9065a8d33fb03f697bea7b211ffa2","","api.github.com,git_clone","[u'(unknown)']","False","[]","[{u'raw': u'#292', u'refstyle': u'#d', u'parts': [u'aio-libs', u'aioredis', u'292', u'']}]","[]","[]"
"commit_messages","","aio-libs","aioredis","popravich","2016-10-18 21:27:28","Merge pull request #157 from aio-libs/multiple_keys_in_exists

Multiple keys in exists (closes #156)","12db34d2b44ae2c36d131539f0c14d8b1856ec6b","","api.github.com,git_clone","[u'[""aioredis/commands/generic.py"", ""tests/string_commands_test.py"", ""tests/generic_commands_test.py""]']","False","[]","[{u'raw': u'#156', u'refstyle': u'#d', u'parts': [u'aio-libs', u'aioredis', u'156', u'']}, {u'raw': u'#157', u'refstyle': u'#d', u'parts': [u'aio-libs', u'aioredis', u'157', u'']}]","[]","[]"
"commit_messages","","aio-libs","aioredis","popravich","2014-07-07 12:44:53","small docs update","12e780981a99f0653ef02c4d5e4925d0a59c090c","","api.github.com,git_clone","[u'[""docs/api_reference.rst""]']","False","[]","[]","[]","[]"
"commit_messages","","aio-libs","aioredis","popravich","2016-03-30 08:24:13","docs updated","12eb7c8aac9692c445fc86486e0868b72bd1c152","","api.github.com,git_clone","[u'[""aioredis/commands/server.py"", ""docs/start.rst""]']","False","[]","[]","[]","[]"
"commit_messages","","aio-libs","aioredis","popravich","2016-03-02 15:11:58",".travis.yml updated to deploy to pypi","12f8c84e80342aaf5b0db56dd84c06e3a154767d","","api.github.com,git_clone","[u'["".travis.yml""]']","False","[]","[]","[]","[]"
"commit_messages","","aio-libs","aioredis","popravich","2017-01-06 13:15:58","update docs to include geo commands","13050f57110dfaca5da203555e95e3fdd54a1bfb","","api.github.com,git_clone","[u'[""docs/mixins.rst"", ""aioredis/commands/geo.py"", ""docs/spelling_wordlist.txt""]']","False","[]","[]","[]","[]"
"commit_messages","","aio-libs","aioredis","popravich","2015-12-14 22:06:44","remove asyncio.async calls (fixes #101)","140a09c8be76ae12d09471fdef8b65e504ad04e0","","api.github.com,git_clone","[u'[""aioredis/util.py"", ""aioredis/commands/transaction.py"", ""aioredis/connection.py"", ""aioredis/pool.py""]']","False","[]","[{u'raw': u'#101', u'refstyle': u'#d', u'parts': [u'aio-libs', u'aioredis', u'101', u'']}]","[]","[]"
"commit_messages","","aio-libs","aioredis","popravich","2016-12-16 12:01:34","fix examples","14170c2dfface26ddcbc18ac352e92ee160bc0d2","","api.github.com,git_clone","[u'[""examples/py34/pool_pubsub.py"", ""examples/py34/pool.py""]']","False","[]","[]","[]","[]"
"commit_messages","","aio-libs","aioredis","popravich","2017-06-21 08:49:06","fix create_* functions: add missing parameters","148965e4ec36cf9073ec66c0890922c670a4b7de","","api.github.com,git_clone","[u'(unknown)']","False","[]","[]","[]","[]"
"commit_messages","","aio-libs","aioredis","popravich","2014-09-26 08:34:45","re-fix","1490830bac003e4ff0f11fd00956d3d956dba982","","api.github.com,git_clone","[u'[""tests/multi_exec_test.py""]']","False","[]","[]","[]","[]"
"commit_messages","","aio-libs","aioredis","popravich","2015-07-07 08:11:11","list commands updated: encoding param added","14967816abb34df045cd4562086a902b14e70176","","api.github.com,git_clone","[u'[""aioredis/commands/list.py"", ""tests/list_commands_test.py""]']","False","[]","[]","[]","[]"
"commit_messages","","aio-libs","aioredis","popravich","2014-07-25 06:53:57","Merge pull request #35 from jettify/feature-string-commands-test1

tests for bitop_and, bitop_or, bitop_xor, bitop_not, bitpos, getbit, get...","14acd451e8be37eea8bb29678856d085ee13c718","","api.github.com,git_clone","[u'[""tests/string_commands_test.py"", ""aioredis/commands/string.py""]']","False","[]","[{u'raw': u'#35', u'refstyle': u'#d', u'parts': [u'aio-libs', u'aioredis', u'35', u'']}]","[]","[]"
"commit_messages","","aio-libs","aioredis","popravich","2015-10-29 17:30:08","Merge pull request #92 from aio-libs/runnable_docs

code samples in docs (getting started section) made runnable (fixes #91)","14bf7e04a7b9e93f8935aa23423a61b96a5f45fd","","api.github.com,git_clone","[u'[""tests/pubsub_commands_test.py"", ""examples/python_3.5_pool.py"", ""examples/pubsub2.py"", ""aioredis/util.py"", ""examples/pipeline.py"", ""examples/python_3.5_iscan.py"", ""examples/transaction2.py"", "".travis.yml"", ""docs/start.rst"", ""docs/examples.rst""]']","False","[]","[{u'raw': u'#91', u'refstyle': u'#d', u'parts': [u'aio-libs', u'aioredis', u'91', u'']}, {u'raw': u'#92', u'refstyle': u'#d', u'parts': [u'aio-libs', u'aioredis', u'92', u'']}]","[]","[]"
"commit_messages","","aio-libs","aioredis","popravich","2017-01-24 14:27:27","fix signature of create_sentinel","14f6ec304236c92227e7e658be9fe1a67aadc45d","","api.github.com,git_clone","[u'[""aioredis/sentinel/commands.py""]']","False","[]","[]","[]","[]"
"commit_messages","","aio-libs","aioredis","popravich","2017-01-11 13:45:56","fix typos; update spelling wordlist","1544286fb62ce1e63e8e378781dab52adb2ccb92","","api.github.com,git_clone","[u'[""docs/spelling_wordlist.txt"", ""CHANGES.txt""]']","False","[]","[]","[]","[]"
"commit_messages","","aio-libs","aioredis","kernel0","2015-07-28 07:48:27","pep8 fix","15754f7fb619f74aa558d38a908d5a8fea41f4a4","","api.github.com,git_clone","[u'[""aioredis/util.py""]']","False","[]","[]","[]","[]"
"commit_messages","","aio-libs","aioredis","asvetlov","2016-01-24 17:02:33","Use NODELAY for tcp sockets","15e1a37de47352e3aac5eb7a3d0af96e1aa025bb","","api.github.com,git_clone","[u'[""aioredis/connection.py""]']","False","[]","[]","[]","[]"
"commit_messages","","aio-libs","aioredis","popravich","2016-06-06 10:26:15","add client_list test for unixsock connection","15ea5b20c8b5859c27ae57499ea5946805d7867a","","api.github.com,git_clone","[u'[""tests/server_commands_test.py""]']","False","[]","[]","[]","[]"
"commit_messages","","aio-libs","aioredis","popravich","2017-01-17 09:50:14","add note on Sentinel support to README","161a3ad10e1d392a6d755dea267fc12031dce11b","","api.github.com,git_clone","[u'[""README.rst""]']","False","[]","[]","[]","[]"
"commit_messages","","aio-libs","aioredis","popravich","2017-04-13 13:15:24","Merge pull request #205 from zemlanin/master

backward compatability with `yield from as conn`","16b1a85edbe4c1d2c4c10975e4d8b3c96f25f20e","","api.github.com,git_clone","[u'(unknown)']","False","[]","[{u'raw': u'#205', u'refstyle': u'#d', u'parts': [u'aio-libs', u'aioredis', u'205', u'']}]","[]","[]"
"commit_messages","","aio-libs","aioredis","popravich","2016-07-22 17:36:18","Bump version: 0.2.7 → 0.2.8","170f02538fcafd6616e702a9aa73ff7b689cbb59","","api.github.com,git_clone","[u'["".bumpversion.cfg"", ""docs/conf.py"", ""aioredis/__init__.py""]']","False","[]","[]","[]","[]"
"commit_messages","","aio-libs","aioredis","asvetlov","2016-02-02 20:12:18","Merge pull request #106 from shvechikov/patch-1

little typo fix","1793cbe25c112e5457f2035796a4793106ccb5b4","","api.github.com,git_clone","[u'[""CHANGES.txt""]']","False","[]","[{u'raw': u'#106', u'refstyle': u'#d', u'parts': [u'aio-libs', u'aioredis', u'106', u'']}]","[]","[]"
"commit_messages","","aio-libs","aioredis","popravich","2016-06-06 10:57:15","docs updated","17dd0490ab27903a21707845d8c8ceb12213e2f7","","api.github.com,git_clone","[u'[""docs/api_reference.rst""]']","False","[]","[]","[]","[]"
"commit_messages","","aio-libs","aioredis","popravich","2017-08-07 12:27:55","Merge pull request #279 from aio-libs/docs_update

Docs update","17df0c621a5cbe3d5290da802f32a85c0dd04a47","","api.github.com,git_clone","[u'(unknown)']","False","[]","[{u'raw': u'#279', u'refstyle': u'#d', u'parts': [u'aio-libs', u'aioredis', u'279', u'']}]","[]","[]"
"commit_messages","","aio-libs","aioredis","pyup-bot","2017-09-07 17:46:14","Update pytest from 3.1.3 to 3.2.2","1807eb91eb21e8ec56b9d32f63dfff885391d9db","","api.github.com,git_clone","[u'(unknown)']","False","[]","[]","[]","[]"
"commit_messages","","aio-libs","aioredis","popravich","2015-10-21 07:31:02","small notes","1845c29b33a9fb0c40e754a1b6cc243c9adaa6a9","","api.github.com,git_clone","[u'[""aioredis/util.py""]']","False","[]","[]","[]","[]"
"commit_messages","","aio-libs","aioredis","popravich","2014-07-10 07:45:41","db and password args made keyword-only (fixes #26)","19141c1ae1564d00982e107e30ca35f8e1cfb5a5","","api.github.com,git_clone","[u'[""aioredis/commands/__init__.py"", ""CHANGES.txt"", ""docs/api_reference.rst"", ""Makefile"", ""aioredis/connection.py"", ""aioredis/pool.py""]']","False","[]","[{u'raw': u'#26', u'refstyle': u'#d', u'parts': [u'aio-libs', u'aioredis', u'26', u'']}]","[]","[]"
"commit_messages","","aio-libs","aioredis","popravich","2016-12-02 11:03:42","change all code samples in docs to use await instead of yield from","19ac66b4a491714163411d5cf9d691c6298022f4","","api.github.com,git_clone","[u'[""examples/py34/pool.py"", ""examples/pubsub2.py"", ""examples/pool.py"", ""examples/py34/connection.py"", ""examples/pool_pubsub.py"", ""docs/api_reference.rst"", ""examples/py34/pubsub.py"", ""examples/python_3.5_pool.py"", ""examples/commands.py"", ""examples/py34/pubsub2.py"", ""examples/py34/commands.py"", ""examples/py34/transaction2.py"", ""docs/examples.rst"", ""aioredis/commands/hash.py"", ""examples/py34/pipeline.py"", ""examples/py34/scan.py"", ""examples/python_3.5_iscan.py"", ""examples/pipeline.py"", ""examples/py34/pool_pubsub.py"", ""examples/transaction2.py"", ""examples/pubsub.py"", ""aioredis/commands/generic.py"", ""aioredis/commands/transaction.py"", ""examples/iscan.py"", ""examples/transaction.py"", ""examples/connection.py"", ""examples/py34/transaction.py"", ""README.rst"", ""examples/pool2.py"", ""examples/scan.py"", ""docs/start.rst""]']","False","[]","[]","[]","[]"
"commit_messages","","aio-libs","aioredis","popravich","2014-06-19 19:33:57","one more command","19b67e79d53c484e4dd43b591124b21df0095650","","api.github.com,git_clone","[u'[""aioredis/commands/generic.py"", ""tests/generic_commands_test.py""]']","False","[]","[]","[]","[]"
"commit_messages","","aio-libs","aioredis","popravich","2015-07-07 09:31:52","another example fix","1a7d100fc30582e94d7bfc56d5b662575c6c7bbe","","api.github.com,git_clone","[u'[""examples/scan.py""]']","False","[]","[]","[]","[]"
"commit_messages","","aio-libs","aioredis","popravich","2016-03-10 15:07:53","add pub/sub failing test (see #113)","1ab1dfc0afb1c7a6ef805554b920db695f738dbd","","api.github.com,git_clone","[u'[""tests/pubsub_commands_test.py""]']","False","[]","[{u'raw': u'#113', u'refstyle': u'#d', u'parts': [u'aio-libs', u'aioredis', u'113', u'']}]","[]","[]"
"commit_messages","","aio-libs","aioredis","popravich","2017-01-16 09:25:46","drop sentinel_pubsub tests (basically duplicate simple pubsub tests)","1ab46a6c90ba791bec3de634420f1a6f737cf7aa","","api.github.com,git_clone","[u'[""tests/sentinel_pubsub_commands_test.py""]']","False","[]","[]","[]","[]"
"commit_messages","","aio-libs","aioredis","popravich","2017-05-04 08:25:01","tests update: get rid of subprocess.PIPE","1b3387cb3563fd02eb25c5fa107584dc6e1539eb","","api.github.com,git_clone","[u'(unknown)']","False","[]","[]","[]","[]"
